source,name,address,city,country,category,cuisine,price,phone,url,year,description,latitude,longitude,captured_at,kakao_id,kakao_url,korean_query,name_ko,address_ko,description_en,description_ko
blueribbon,YM COFFEE PROJECT,서울특별시 은평구 연서로29길 21-8,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,070-7767-0829,,2026,,37.6191336121159,126.917559511221,2026-02-17T22:29:33.775718+00:00,,,,와이엠커피프로젝트,서울특별시 은평구 연서로29길 21-8,"Step into YM COFFEE PROJECT in Gupabal and be transported to a unique ""cathedral"" concept space, complete with rows of church pews and a dedicated calligraphy corner. This cafe is a haven for serious coffee lovers, offering a rich and satisfying experience with expertly brewed coffee, including a standout home blend latte. Don't miss their delightful Chestnut Basque Cheesecake, a perfect, moist, and chewy accompaniment to your drink.

The ambiance is further elevated by a high-quality sound system playing classical music, creating an almost concert-hall-like atmosphere, especially when the space is less crowded. The natural light filtering through the distinctive window panes adds to the serene and sophisticated vibe, making it a truly memorable spot for a relaxing break.","구파발 YM COFFEE PROJECT는 독특한 ""성당"" 컨셉의 공간으로, 줄지어 늘어선 성당 의자와 캘리그라피 코너가 마련되어 있어 방문객을 특별한 경험으로 안내합니다. 이곳은 진정한 커피 애호가들을 위한 안식처이며, 홈 블렌드 라떼를 포함한 전문적으로 추출된 커피는 풍부하고 만족스러운 경험을 선사합니다. 음료와 완벽하게 어울리는 촉촉하고 쫄깃한 밤 바스크 치즈 케이크도 놓치지 마세요.

고품질 사운드 시스템에서 흘러나오는 클래식 음악은 공간이 덜 붐빌 때 마치 콘서트홀에 온 듯한 분위기를 자아냅니다. 독특한 창문을 통해 들어오는 자연광은 고요하고 세련된 분위기를 더하며, 편안한 휴식을 위한 기억에 남는 장소입니다."
blueribbon,Reissue Coffee Roasters,서울특별시 마포구 연남로 35,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-336-6884 ,,2026,,37.5626957260034,126.921362029118,2026-02-17T22:29:33.775718+00:00,,,,리이슈커피로스터스,서울특별시 마포구 연남로 35,"Tucked away near the Gyeongui Line Forest Park in Yeonnam-dong, Reissue Coffee Roasters offers a unique and artistic atmosphere that might initially surprise you but ultimately charms. The interior design is a standout, with eye-catching orange accents and stylish merchandise that beckons. They're also known for selling their own coffee beans. The attention to detail extends to their scientifically designed cups, which keep your drink ice-cold while remaining comfortable to hold.",연남동 경의선 숲길 공원 근처에 숨겨진 리슈 커피 로스터스는 처음에는 놀라울 수 있지만 결국 매료되는 독특하고 예술적인 분위기를 선사합니다. 인테리어 디자인은 눈길을 사로잡는 주황색 액센트와 탐나는 스타일리시한 굿즈로 시선을 사로잡습니다. 자체 원두 판매로도 유명합니다. 과학적인 디자인의 컵은 음료를 차갑게 유지하면서도 손에 쥐기 편안하게 하여 세심한 주의를 기울였습니다.
blueribbon,pastel coffee works,서울특별시 마포구 성지길 58,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-322-7549,,2026,,37.5462699792267,126.912617576909,2026-02-17T22:29:33.775718+00:00,,,,파스텔커피웍스,서울특별시 마포구 성지길 58,"Tired of mass-produced coffee? Pastel Coffee Works is your haven for meticulously roasted beans, showcasing a dedication to quality and craft. Their menu is a curated selection of espresso, filter, and cold brew options, with standouts like the ""Low-Cap"" (로우카프) and ""Berliner Cold Brew"" (베를리너 콜드브루) offering complex flavor profiles. The ""Dark Knight"" (다크나이트) drip coffee, with its notes of roasted hazelnut and balanced acidity, is a must-try for those seeking a rich and satisfying cup.

This two-story cafe, located near Hapjeong Station, offers a serene escape with a dedicated space for enjoying your coffee downstairs. The ambiance is further enhanced by the visible passion of the baristas and the thoughtful P-Point system, which helps guide you through their diverse range of roasts. It's a perfect spot for coffee aficionados and casual drinkers alike, with the added bonus of being pet-friendly.","획일적인 대량 생산 커피에 지쳤다면, 파스텔 커피 웍스는 품질과 장인 정신에 대한 헌신을 보여주는 세심하게 로스팅된 원두의 안식처입니다. 메뉴는 에스프레소, 필터, 콜드브루 옵션으로 구성되어 있으며, ""로우카프""와 ""베를리너 콜드브루""와 같은 대표 메뉴는 복합적인 풍미를 선사합니다. 구운 헤이즐넛 향과 균형 잡힌 산미가 특징인 ""다크나이트"" 드립 커피는 풍부하고 만족스러운 한 잔을 찾는 분들에게 꼭 맛봐야 할 메뉴입니다.

합정역 근처에 위치한 이 2층 카페는 아래층에서 커피를 즐길 수 있는 전용 공간과 함께 고요한 휴식을 제공합니다. 바리스타들의 열정과 다양한 로스트를 안내하는 P-Point 시스템은 분위기를 더욱 돋보이게 합니다. 애호가와 일반 방문객 모두에게 완벽한 장소이며, 반려동물 동반이 가능하다는 추가적인 장점도 있습니다."
blueribbon,Greenmile Coffee,서울특별시 종로구 북촌로 64,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-744-2404 ,,2026,,37.582351,126.985222,2026-02-17T22:29:33.775718+00:00,,,,그린마일커피,서울특별시 종로구 북촌로 64,"Nestled in the charming Aewol village, Greenmile Coffee offers a serene escape with its spacious interior and thoughtfully designed, albeit sometimes quirky, furniture. It's a perfect spot for quiet reading or a relaxed outing with children, boasting a calm ambiance. The cafe also features unique art collaborations, including pieces inspired by Seoul's Bukchon Hanok Village and the picturesque Jeju landscape, available on various merchandise like eco-bags and tumblers.","애월 마을에 자리한 그린마일커피는 넓은 공간과 독특하게 디자인된 가구로 편안한 휴식을 선사합니다. 조용히 책을 읽거나 아이들과 함께 방문하기 좋은 차분한 분위기를 자랑하며, 서울 북촌 한옥마을과 제주의 아름다운 풍경에서 영감을 받은 아트 콜라보레이션 작품들을 에코백, 텀블러 등 다양한 굿즈로 만나볼 수 있습니다."
blueribbon,COFFEE TOUR,서울특별시 종로구 사직로10길 12,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-733-6612,,2026,,37.575341,126.970203,2026-02-17T22:29:33.775718+00:00,,,,커피투어(광화문점),서울특별시 종로구 사직로10길 12,"This cafe is a must-visit for coffee lovers exploring Brisbane. While the initial experience with a long black might remind you of filter coffee, the real magic lies in their flat whites and lattes. The vibe is bustling, especially in the morning, with locals grabbing their daily brew. Don't miss the chance to try their coffee, which is known for its exceptionally clean and refreshing taste, leaving no bitter aftertaste.","이곳은 브리즈번을 탐험하는 커피 애호가들에게 꼭 방문해야 할 곳입니다. 처음에는 롱블랙(long black)이 필터 커피를 연상시킬 수 있지만, 진정한 마법은 플랫화이트(flat white)와 라떼(latte)에 있습니다. 특히 아침에는 현지인들이 매일 커피를 즐기기 위해 들르는 활기찬 분위기를 느낄 수 있습니다. 특히 깔끔하고 상쾌한 맛으로 뒷맛이 남지 않는 것으로 유명한 커피를 꼭 맛보세요."
blueribbon,MANUFACT COFFEE ROASTERS,서울특별시 서대문구 연희로11길 29,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-6406-8777,,2026,,37.56776,126.9296,2026-02-17T22:29:33.775718+00:00,,,,매뉴팩트커피,서울특별시 서대문구 연희로11길 29,"Nestled in the charming Yeonhui-dong, Manufact Coffee Roasters is a must-visit for coffee aficionados. This cozy spot boasts a unique vibe, even in its compact space, offering a welcome respite from the usual hustle. While the latte is a clear crowd-pleaser, reviewers rave that the quality of their beans means any coffee order is a guaranteed win. Don't miss the chance to savor their rich and nutty brews, and if you can't snag a seat, grabbing a takeaway to enjoy while exploring the neighborhood is highly recommended.","매력적인 연희동에 자리한 매뉴팩트커피 로스터스는 커피 애호가라면 꼭 방문해야 할 곳입니다. 아담한 공간에서도 독특한 분위기를 자랑하며, 늘 북적이는 곳에서 벗어나 편안한 휴식을 선사합니다. 라떼가 단연 인기 메뉴이지만, 원두 자체가 훌륭하여 어떤 커피를 주문해도 실패가 없을 것이라는 찬사가 이어집니다. 진하고 고소한 커피를 맛볼 기회를 놓치지 마세요. 자리가 없다면 테이크아웃해서 동네를 구경하며 즐기는 것도 강력 추천합니다."
blueribbon,millo coffee roasters,서울특별시 마포구 양화로18안길 36,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-554-3916 ,,2026,,37.55701,126.92659,2026-02-17T22:29:33.775718+00:00,,,,밀로커피로스터스,서울특별시 마포구 양화로18안길 36,"Nestled in the vibrant Hongdae area, Millo Coffee Roasters is a haven for coffee aficionados, helmed by a roaster with nearly two decades of experience. This beloved spot, a long-time favorite for many, offers a serene escape with its focus on meticulously prepared coffee. Patrons rave about the signature Mont Blanc coffee, a delightful take on the classic Einspänner, featuring rich espresso topped with a velvety cream that slowly melds into the brew, creating a dynamic flavor experience. The cafe also shines with its expertly brewed hand drip coffees, showcasing the nuanced profiles of their freshly roasted beans.","홍대 지역에 자리한 밀로커피 로스터스는 20년 경력의 로스터가 운영하는 커피 애호가들의 성지입니다. 오랫동안 많은 이들의 사랑을 받아온 이곳은 정성껏 준비된 커피에 집중하며 평온한 휴식을 선사합니다. 시그니처 메뉴인 몽블랑 커피는 클래식 아인슈페너를 독창적으로 재해석한 음료로, 진한 에스프레소 위에 부드러운 크림이 올라가 천천히 녹아들며 다채로운 맛의 경험을 선사합니다. 또한, 신선하게 로스팅한 원두의 섬세한 풍미를 살린 핸드드립 커피도 일품입니다."
blueribbon,HELL CAFE ROASTERS,서울특별시 용산구 보광로 76,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,070-7604-3456,,2026,,37.53031,126.997,2026-02-17T22:29:33.775718+00:00,,,,헬카페로스터즈,서울특별시 용산구 보광로 76,"Step into Hell Cafe Roasters and prepare to be charmed by its unique vibe and incredibly reasonable prices. Even with a crowd, the dedication to their signature Hell Latte (헬라떼) is worth the wait, with friendly owners even offering outdoor seating. The cafe also boasts an impressive selection of drip coffee and even serves alcohol, all complemented by a killer playlist that perfectly matches the ""hell"" theme. Don't miss out on their homemade Tiramisu (티라미수), a rich and dense delight that pairs perfectly with their coffee, or their refreshing Carrot Juice (당근주스) made with authentic Jeju carrots.","독특한 분위기와 믿을 수 없을 만큼 합리적인 가격에 매료될 준비를 하고 헬 카페 로스터스에 들어서세요. 사람이 많아도 시그니처 헬 라떼(헬라떼)에 대한 열정은 기다릴 가치가 있으며, 친절한 사장님들은 야외 좌석까지 제공합니다. 카페는 또한 인상적인 드립 커피 셀렉션을 자랑하며 술까지 판매하는데, 완벽하게 ""헬"" 테마와 어울리는 훌륭한 플레이리스트가 곁들여집니다. 직접 만든 티라미수(티라미수)와 신선한 제주 당근으로 만든 당근 주스(당근주스)도 놓치지 마세요."
blueribbon,Cafe Imi,서울특별시 마포구 동교로25길 7,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점, 디저트/스위트, 디저트전문점",,02-6368-5228,,2026,,37.55744,126.9219,2026-02-17T22:29:33.775718+00:00,,,,이미커피,서울특별시 마포구 동교로25길 7,"Cafe Imi is a must-visit spot for coffee and dessert lovers, born from a unique sibling collaboration between a skilled barista and a pastry chef who honed their craft in Japan. The ambiance, with its warm lighting and wood tones, provides a comforting backdrop to enjoy their high-quality, seasonally updated desserts, like the intriguing Strawberry Tomato Dacquoise. Expect a delightful experience as the staff expertly guide you through coffee and dessert pairings, making each visit a memorable occasion.","이미커피는 일본에서 디저트와 커피를 연마한 형제 바리스타와 파티시에의 독특한 협업으로 탄생한, 커피와 디저트 애호가라면 꼭 방문해야 할 곳입니다. 따뜻한 조명과 우드톤의 아늑한 분위기는 제철에 맞춰 업데이트되는 딸기 토마토 다쿠와즈와 같은 흥미로운 고품질 디저트를 즐기기에 완벽한 배경을 제공합니다. 직원들이 커피와 디저트 페어링을 전문적으로 안내해주어 매 방문이 기억에 남는 경험이 될 것입니다."
blueribbon,PROTOKOLL,서울특별시 서대문구 연희로 109,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,0507-1389-6159,,2026,,37.5677931372994,126.931372918465,2026-02-17T22:29:33.775718+00:00,,,,프로토콜(연희점),서울특별시 서대문구 연희로 109,"PROTOKOLL is a serene sanctuary tucked away in a quiet alley near Sangsu Station. This specialty coffee roastery is designed for focus and contemplation, with a minimalist aesthetic featuring warm wood tones, ambient lighting, and large windows that let in gentle sunlight. The atmosphere is enhanced by calming instrumental music, making it an ideal spot for solo work, reading, or quiet reflection. While they focus on excellent coffee and tea, don't expect extensive dessert options.","상수역 근처 조용한 골목에 자리한 프로토콜(PROTOKOLL)은 고요한 안식처입니다. 미니멀한 인테리어와 따뜻한 우드톤, 은은한 조명, 그리고 부드러운 햇살이 들어오는 큰 창문이 특징인 이곳은 집중과 사색을 위한 공간으로 꾸며져 있습니다. 잔잔한 연주곡이 흐르는 분위기는 혼자 작업하거나, 책을 읽거나, 조용히 생각에 잠기기에 이상적인 환경을 조성합니다. 훌륭한 커피와 차에 집중하는 곳이므로, 다양한 디저트 메뉴를 기대하기는 어렵습니다."
blueribbon,LOF COFFEE ROASTERS,서울특별시 광진구 동일로 304,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,010-8662-5891,,2026,,37.5582513703731,127.073477495613,2026-02-17T22:29:33.775718+00:00,,,,로프커피,서울특별시 광진구 동일로 304,"Step into LOF COFFEE ROASTERS and be greeted by a chic, sun-drenched interior featuring a stylish grey and yellow color palette. This spacious cafe offers ample room between tables, making it perfect for solo visits, dates, or group gatherings. The star of the show is their dedication to coffee, with a national latte art champion behind the counter and the captivating sight of beans being roasted in-house. Don't miss the signature Brown Cheese Croffle (브라운치즈 크로플), a delightful combination of crispy-chewy waffle and savory-sweet cheese, or the decadent Megaton Cream Latte (메가톤 크림라떼), a rich espresso topped with a thick layer of cream that even coffee novices will adore.","LOF COFFEE ROASTERS는 세련된 그레이와 옐로우 색상의 조화가 돋보이는 햇살 가득한 공간으로 여러분을 맞이합니다. 넓은 테이블 간격은 혼자 방문하거나, 데이트, 혹은 모임에도 완벽한 환경을 제공합니다. 이곳의 하이라이트는 커피에 대한 열정으로, 국가대표 라떼 아트 챔피언이 직접 커피를 만들고 직접 로스팅하는 모습을 볼 수 있습니다. 겉바속쫀 크로플에 고소하고 달콤한 브라운 치즈가 올라간 시그니처 브라운 치즈 크로플(브라운치즈 크로플)과 진한 에스프레소 위에 풍성한 생크림이 올라가 꾸덕한 달콤함의 끝판왕인 메가톤 크림라떼(메가톤 크림라떼)를 꼭 맛보세요. 커피 초보자도 반하게 만드는 매력적인 메뉴입니다."
blueribbon,La Pluma,서울특별시 성북구 고려대로27길 18,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-927-7949,,2026,,37.5870992240896,127.029898451923,2026-02-17T22:29:33.775718+00:00,,,,라플루마앤보헤미안,서울특별시 성북구 고려대로27길 18,"This spot offers a cozy and intimate atmosphere, perfect for catching up with friends over drinks. The vibe is relaxed and welcoming, making it an ideal place to unwind after a long day. While the reviews don't highlight specific signature dishes, the focus seems to be on the overall experience and the quality of the beverages served, suggesting a well-curated selection that complements the comfortable setting.","이곳은 아늑하고 친밀한 분위기를 제공하며, 음료를 즐기며 친구들과 담소를 나누기에 완벽한 장소입니다. 편안하고 환영하는 분위기는 긴 하루를 보낸 후 긴장을 풀기에 이상적인 곳입니다. 특정 시그니처 메뉴가 강조되지는 않았지만, 전반적인 경험과 제공되는 음료의 품질에 중점을 두고 있어 편안한 분위기를 보완하는 잘 선별된 메뉴를 기대할 수 있습니다."
blueribbon,haerye coffee,서울특별시 성동구 연무장길 28-20,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 커피전문점",,02-465-3357,,2026,,37.5428502128868,127.052211096059,2026-02-17T22:29:33.775718+00:00,,,,클래식해례커피,서울특별시 성동구 연무장길 28-20,,
blueribbon,KOONG,서울특별시 종로구 인사동10길 11-3,Seoul,South Korea,RIBBON_ONE,"한식(면류), 만두, 떡국",,02-733-9240,,2026,,37.57423,126.9854,2026-02-17T22:29:33.775718+00:00,,,,개성만두궁,서울특별시 종로구 인사동10길 11-3,"Nestled in the heart of Insadong, KOONG is a celebrated gem, recognized for its consistent inclusion in the Michelin Guide's Bib Gourmand list for four consecutive years. This distinction highlights the restaurant's ability to offer exceptional flavors at reasonable prices, making it a favored spot for both locals and international travelers seeking authentic Korean cuisine. The ambiance is welcoming, with friendly service and a notable presence of foreign visitors, hinting at its global appeal. While the menu might seem concise, it focuses on delivering quality dishes that have earned it a reputation as a must-visit destination.","인사동 중심부에 자리한 궁(KOONG)은 4년 연속 미쉐린 가이드 빕 구르망에 선정된 명성 높은 맛집입니다. 합리적인 가격으로 뛰어난 맛을 제공하는 이곳은 현지인과 외국인 여행객 모두에게 사랑받는 한국 전통 요리의 성지로 알려져 있습니다. 친절한 서비스와 외국인 방문객들의 모습은 이곳의 세계적인 매력을 짐작하게 합니다. 메뉴는 간결해 보일 수 있지만, 방문객들에게 꼭 맛봐야 할 곳으로 명성을 안겨준 훌륭한 요리에 집중하고 있습니다."
blueribbon,l’Auberge,서울특별시 종로구 자하문로5길 11,Seoul,South Korea,RIBBON_ONE,"기타, 스테이크",,02-722-9445 ,,2026,,37.577607529639074,126.97119563919912,2026-02-17T22:29:33.775718+00:00,,,,오베르쥬 ,서울특별시 종로구 자하문로5길 11,"Nestled in the charming and accessible Seochon neighborhood, L'Auberge offers a cozy retreat with a French bistro vibe. The lunch set menu is a fantastic value, featuring dishes like a refreshing salad with beef carpaccio and a perfectly balanced sole meunière (뫼니에르). Don't miss the rich onion soup (어니언 스프) and the delightful chocolate mousse for dessert.

This spot is ideal for a relaxed meal, with a bar-style seating arrangement that encourages a comfortable dining experience. The attention to detail in plating, like the garden-inspired appetizer, adds to the overall charm. It's a place that feels like a welcoming haven, perfect for enjoying classic French flavors in a warm atmosphere.","매력적이고 접근성 좋은 서촌에 자리한 오베르쥬는 아늑한 프렌치 비스트로 분위기를 선사합니다. 합리적인 가격의 런치 세트 메뉴는 카르파치오가 곁들여진 신선한 샐러드와 완벽한 밸런스의 광어 뫼니에르(뫼니에르)를 포함한 훌륭한 선택입니다. 진한 어니언 수프(어니언 스프)와 달콤한 초콜릿 무스 디저트도 놓치지 마세요.

바 형태의 좌석 배치는 편안한 식사 경험을 선사하며, 여유로운 식사를 즐기기에 이상적인 장소입니다. 정원을 연상시키는 애피타이저처럼 플레이팅의 섬세함은 전반적인 매력을 더합니다. 따뜻한 분위기 속에서 클래식한 프랑스 요리를 즐기기에 완벽한, 환영받는 안식처 같은 곳입니다."
blueribbon,local EAT,서울특별시 성동구 한림말길 33,Seoul,South Korea,RIBBON_ONE,"이탈리아식, 기타, 채소요리",,02-2282-1124,,2026,,37.5409414348017,127.014746912628,2026-02-17T22:29:33.775718+00:00,,,,로컬릿,서울특별시 성동구 한림말길 33,"This spot is a popular meeting point for the 'Dreaming Bookworms' (꿈유북족) reading club, a group focused on boosting 'Execution IQ' through reading and economic studies. Members gather here before embarking on their real estate 'imjang' (임장) tours, exploring areas like Apgujeong and Oksu. The cafe itself is noted for its decent latte and serves as a comfortable, albeit not overly spacious, hub for like-minded individuals to connect before their explorations.","이곳은 독서와 경제 공부를 통해 '실행 IQ'를 높이는 모임인 '꿈유북족'의 인기 만남의 장소입니다. 회원들은 압구정과 옥수동 같은 지역을 탐방하는 부동산 '임장' 투어를 시작하기 전에 이곳에 모입니다. 카페는 괜찮은 라떼와 함께, 탐방을 시작하기 전 뜻이 맞는 사람들이 교류하기에 편안하지만 아주 넓지는 않은 중심지 역할을 합니다."
blueribbon,LEESAR COFFEE,서울특별시 중구 다산로8길 16-7,Seoul,South Korea,RIBBON_ONE,"카페/커피/티, 에스프레소바, 커피전문점",,070-7677-5538 ,,2026,,37.55247279025858,127.0104251154482,2026-02-17T22:29:33.775718+00:00,,,,리사르커피(약수점),서울특별시 중구 다산로8길 16-7,"Step into LeeSar Coffee, a bustling espresso bar in the heart of Myeongdong that truly captures the vibrant energy of the city. While the downstairs counter can get hectic, especially during peak hours, the cozy seating upstairs offers a welcome respite. As a roastery, LeeSar Coffee boasts a selection of beans for sale, allowing you to take the aromatic experience home. Their menu features a variety of espresso-based drinks, with the Cafe Oneroso (카페 오네로소) being a standout – a heavenly blend of espresso, milk, cream, and cocoa topping, enjoyed without stirring for a perfect balance of flavors.","명동의 중심부에서 도시의 활기찬 에너지를 제대로 담아내는 분주한 에스프레소 바, 리사르 커피에 들어서 보세요. 특히 피크 타임에는 아래층 카운터가 매우 혼잡할 수 있지만, 위층의 아늑한 좌석은 편안한 휴식을 제공합니다. 로스터리 카페인 리사르 커피는 판매용 원두도 갖추고 있어 향긋한 경험을 집으로 가져갈 수 있습니다. 메뉴에는 다양한 에스프레소 기반 음료가 있으며, 특히 카페 오네로소는 에스프레소, 우유, 크림, 코코아 토핑의 천상의 조화로, 섞지 않고 그대로 마시는 것이 완벽한 맛의 균형을 선사합니다."
blueribbon,L'atelier COMTÉ,서울특별시 종로구 성균관로17길 53,Seoul,South Korea,RIBBON_ONE,프랑스식,,0507-1445-0147,,2026,,37.59139981236814,126.9972780042131,2026-02-17T22:29:33.775718+00:00,,,,라뜰리에꼼때,서울특별시 종로구 성균관로17길 53,"L'atelier COMTÉ offers an intimate and romantic fine dining experience, perfect for special occasions like anniversaries or proposals. This one-table restaurant provides a private and quiet atmosphere, allowing guests to fully immerse themselves in the moment. The chef personally greets guests, explains the course menu, and ensures a seamless, personalized dining journey.","L'atelier COMTÉ는 기념일이나 프로포즈와 같은 특별한 날에 완벽한, 친밀하고 로맨틱한 파인 다이닝 경험을 선사합니다. 단 하나의 테이블만 있는 이 레스토랑은 손님들이 순간에 온전히 몰입할 수 있도록 프라이빗하고 조용한 분위기를 제공합니다. 셰프가 직접 손님을 맞이하고 코스 메뉴를 설명하며, 매끄럽고 개인화된 식사 경험을 보장합니다."
blueribbon,TAJ,서울특별시 중구 명동길 73,Seoul,South Korea,RIBBON_ONE,"아시아식, 인도식",,02-776-0677,,2026,,37.5644105705291,126.986233754442,2026-02-17T22:29:33.775718+00:00,,,,타지,서울특별시 중구 명동길 73,"Taj is a celebrated Indian restaurant in Myeongdong, recognized by its inclusion in the Blue Ribbon Survey for multiple years and an appearance on the popular TV show ""Siksin Road"" (수요미식회). The restaurant boasts a modern, clean interior with large windows offering stunning views of Myeongdong Cathedral, making it a perfect spot for special occasions. It's a popular choice for both locals and international tourists, creating a vibrant atmosphere.","타지는 명동에 위치한 유명 인도 음식점으로, 여러 해 동안 블루리본 서베이에 선정되었고 수요미식회에도 출연한 바 있습니다. 현대적이고 깔끔한 인테리어와 명동성당의 멋진 전망을 자랑하는 통창 덕분에 특별한 날을 기념하기에 완벽한 장소입니다. 현지인과 외국인 관광객 모두에게 인기가 많아 활기찬 분위기를 느낄 수 있습니다."
blueribbon,Le Chef Bleu,서울특별시 중구 청파로 435-10,Seoul,South Korea,RIBBON_ONE,"프랑스식, 프랑스가정식",,02-6010-8088,,2026,,37.5586686785768,126.968671473835,2026-02-17T22:29:33.775718+00:00,,,,르셰프블루,서울특별시 중구 청파로 435-10,"Le Chef Bleu offers an elegant French dining experience, famously featured on the variety show 'Shin Seo Yu Gi'. Reservations are recommended, especially for their popular lunch courses which include a choice of appetizer, a main like the tender beef tenderloin steak (소고기 안심 스테이크), and a delightful dessert. The ambiance is set with pre-arranged table settings for booked guests, ensuring a smooth and refined meal. 

The signature dishes shine, with the onion soup (양파스프) praised for its deep, complex flavor, a step above homemade versions. The beef tenderloin steak, cooked to a perfect medium-rare, melts in your mouth, complemented by creamy mashed potatoes. For dessert, the crème brûlée is perfectly balanced, not too sweet, and the unique lavender-infused custard is a delightful surprise. The rooibos tea (루이보스티), often mixed with fruits like strawberry and mango, is exceptionally fragrant and a perfect palate cleanser.","르 셰프 블루는 예능 프로그램 '신서유기'에 소개된 우아한 프렌치 다이닝 경험을 선사합니다. 특히 점심 코스는 애피타이저, 부드러운 소고기 안심 스테이크(소고기 안심 스테이크)와 같은 메인 요리, 그리고 맛있는 디저트를 포함하고 있어 예약이 권장됩니다. 예약된 손님들을 위해 미리 세팅된 테이블은 세련되고 매끄러운 식사를 보장합니다.

시그니처 메뉴로는 집에서 만든 것과는 차원이 다른 깊고 복합적인 맛의 양파스프(양파스프)가 칭찬받고 있습니다. 완벽하게 미디엄 레어로 구워진 소고기 안심 스테이크는 입안에서 녹아내리며, 크리미한 매쉬드 포테이토와 완벽한 조화를 이룹니다. 디저트로는 너무 달지 않고 은은한 라벤더 향이 나는 커스터드 크림이 인상적인 크렘 브륄레가 준비되어 있습니다. 종종 딸기와 망고 같은 과일과 섞어 제공되는 루이보스티(루이보스티)는 특히 향긋하며 입안을 개운하게 해주는 완벽한 마무리입니다."
blueribbon,미치루스시,서울특별시 종로구 종로1길 42,Seoul,South Korea,RIBBON_ONE,"일식, 스시",,02-761-4090,,2026,,37.5739029320481,126.978983502911,2026-02-17T22:29:33.775718+00:00,,,,미치루스시,서울특별시 종로구 종로1길 42,"Nestled in the heart of Gwanghwamun, Sushi Michiru is a distinguished omakase (오마카세) destination, boasting 11 consecutive Blue Ribbon awards. The ambiance is refined and tranquil, perfect for a special lunch or dinner. With only 10 seats, including a private room option for groups of 3+, it offers an intimate dining experience. Opt for the counter seats to witness the chefs craft exquisite dishes, including the impressive futomaki (후토마키). The reasonable pricing for the quality of sushi is a major draw, making it a highly sought-after spot, so booking in advance via Catch Table is recommended.","광화문 중심부에 위치한 스시 미치루는 11회 연속 블루리본 수상 경력을 자랑하는 명망 높은 오마카세(오마카세) 명소입니다. 세련되고 고요한 분위기는 특별한 점심 또는 저녁 식사에 완벽합니다. 3인 이상을 위한 별실 옵션을 포함하여 총 10석만 운영하여 아늑한 식사 경험을 제공합니다. 셰프들이 인상적인 후토마키(후토마키)를 포함한 절묘한 요리를 만드는 모습을 감상하려면 카운터 좌석을 선택하세요. 합리적인 가격에 비해 훌륭한 스시의 품질은 큰 매력이며, 캐치 테이블을 통한 사전 예약이 권장됩니다."
blueribbon,온천집,서울특별시 종로구 돈화문로11나길 31-8,Seoul,South Korea,RIBBON_ONE,"일식, 일식샤부샤부",,02-762-8215,,2026,,37.5740999680943,126.989799745222,2026-02-17T22:29:33.775718+00:00,,,,온천집,서울특별시 종로구 돈화문로11나길 31-8,"Step into a world of refined Japanese-style hot pot at Oncheonjip (온천집), where a multi-tiered presentation elevates the single-serving shabu-shabu (샤브샤브) experience. The ambiance, reminiscent of traditional Japanese tatami rooms and bathed in natural light, makes it an ideal spot for intimate dates or small gatherings. With a customizable array of broths and a generous selection of fresh vegetables and add-ins, each meal is tailored to your personal preference, promising a delightful and visually appealing culinary journey.","온천집 (Oncheonjip)은 일본식 1인 샤브샤브(shabu-shabu)를 다층 구성으로 제공하여 특별한 경험을 선사합니다. 전통 일본 다다미방을 연상시키는 인테리어와 자연광이 들어오는 아늑한 공간은 데이트나 소규모 모임에 안성맞춤입니다. 다양한 육수와 신선한 채소, 풍성한 추가 메뉴를 취향에 맞게 선택할 수 있어, 시각적으로도 즐겁고 만족스러운 미식 여행을 경험할 수 있습니다."
