source,name,address,city,country,category,cuisine,price,phone,url,year,description,latitude,longitude,captured_at,kakao_id,kakao_url,korean_query,name_ko,address_ko
blueribbon,L'atelier COMTÉ,서울특별시 종로구 성균관로17길 53,Seoul,South Korea,RIBBON_ONE,,,0507-1445-0147,,2026,L'atelier COMTÉ,37.59139981236814,126.9972780042131,2026-02-17T22:29:33.775718+00:00,,,,라뜰리에꼼때,서울특별시 종로구 성균관로17길 53
blueribbon,TAJ,서울특별시 중구 명동길 73,Seoul,South Korea,RIBBON_ONE,,,02-776-0677,,2026,TAJ,37.5644105705291,126.986233754442,2026-02-17T22:29:33.775718+00:00,,,,타지,서울특별시 중구 명동길 73
blueribbon,Le Chef Bleu,서울특별시 중구 청파로 435-10,Seoul,South Korea,RIBBON_ONE,,,02-6010-8088,,2026,Le Chef Bleu,37.5586686785768,126.968671473835,2026-02-17T22:29:33.775718+00:00,,,,르셰프블루,서울특별시 중구 청파로 435-10
blueribbon,미치루스시,서울특별시 종로구 종로1길 42,Seoul,South Korea,RIBBON_ONE,,,02-761-4090,,2026,,37.5739029320481,126.978983502911,2026-02-17T22:29:33.775718+00:00,,,,미치루스시,서울특별시 종로구 종로1길 42
blueribbon,온천집,서울특별시 종로구 돈화문로11나길 31-8,Seoul,South Korea,RIBBON_ONE,,,02-762-8215,,2026,,37.5740999680943,126.989799745222,2026-02-17T22:29:33.775718+00:00,,,,온천집,서울특별시 종로구 돈화문로11나길 31-8
blueribbon,스시미토,서울특별시 중구 남대문로 117,Seoul,South Korea,RIBBON_ONE,,,02-3789-1634,,2026,,37.567745,126.982291,2026-02-17T22:29:33.775718+00:00,,,,스시미토,서울특별시 중구 남대문로 117
blueribbon,오가와,서울특별시 종로구 새문안로5길 19,Seoul,South Korea,RIBBON_ONE,,,02-735-1001,,2026,,37.57202928626468,126.97429489709765,2026-02-17T22:29:33.775718+00:00,,,,오가와,서울특별시 종로구 새문안로5길 19
blueribbon,NEGI LIVE,서울특별시 성동구 성수이로 97,Seoul,South Korea,RIBBON_ONE,,,02-466-2490,,2026,NEGI LIVE,37.5436475647062,127.056584886113,2026-02-17T22:29:33.775718+00:00,,,,네기라이브,서울특별시 성동구 성수이로 97
blueribbon,SAAMANN COFFEE ROASTERS,서울특별시 성북구 성북로6길 2-2,Seoul,South Korea,RIBBON_ONE,,,0504-0952-2271,,2026,SAAMANN COFFEE ROASTERS,37.589502138993,127.005429926687,2026-02-17T22:29:33.775718+00:00,,,,사만커피로스터스,서울특별시 성북구 성북로6길 2-2
blueribbon,중앙감속기,서울특별시 성동구 성수일로6길 7-1,Seoul,South Korea,RIBBON_ONE,,,02-466-9628,,2026,,37.5455735247076,127.051086163784,2026-02-17T22:29:33.775718+00:00,,,,중앙감속기,서울특별시 성동구 성수일로6길 7-1
blueribbon,을지로보석,서울특별시 중구 마른내로 11-10,Seoul,South Korea,RIBBON_ONE,,,063-9070-7070,,2026,,37.56514798844486,126.98924713690984,2026-02-17T22:29:33.775718+00:00,,,,을지로보석,서울특별시 중구 마른내로 11-10
blueribbon,MACPIE BREWING CO,서울특별시 용산구 녹사평대로 244-1,Seoul,South Korea,RIBBON_ONE,,,0507-1342-2703,,2026,MACPIE BREWING CO,37.53941,126.9875,2026-02-17T22:29:33.775718+00:00,,,,맥파이브루샵,서울특별시 용산구 녹사평대로 244-1
blueribbon,egg & flour,서울특별시 용산구 신흥로26길 35,Seoul,South Korea,RIBBON_ONE,,,02-3789-7681,,2026,egg & flour,37.5453628880082,126.984383275318,2026-02-17T22:29:33.775718+00:00,,,,에그앤플라워,서울특별시 용산구 신흥로26길 35
blueribbon,MANGATA,서울특별시 종로구 삼청로2길 40-5,Seoul,South Korea,RIBBON_ONE,,,02-722-8151,,2026,MANGATA,37.5801813093084,126.980982059626,2026-02-17T22:29:33.775718+00:00,,,,만가타,서울특별시 종로구 삼청로2길 40-5
blueribbon,회현식당,서울특별시 중구 퇴계로2길 9-8,Seoul,South Korea,RIBBON_ONE,,,02-318-8011 ,,2026,,37.557010458319,126.977683897926,2026-02-17T22:29:33.775718+00:00,,,,회현식당,서울특별시 중구 퇴계로2길 9-8
blueribbon,Gooey brunch bar,서울특별시 용산구 효창원로64길 6,Seoul,South Korea,RIBBON_ONE,,,0507-1327-9092,,2026,Gooey brunch bar,37.5401156018448,126.962252873816,2026-02-17T22:29:33.775718+00:00,,,,구위브런치바,서울특별시 용산구 효창원로64길 6
blueribbon,마마수제만두,서울특별시 은평구 증산로 397,Seoul,South Korea,RIBBON_ONE,,,02-375-1688 ,,2026,,37.59176,126.9135,2026-02-17T22:29:33.775718+00:00,,,,마마수제만두,서울특별시 은평구 증산로 397
blueribbon,L'impasse81,서울특별시 마포구 동교로30길 17-1,Seoul,South Korea,RIBBON_ONE,,,070-7779-8181,,2026,L'impasse81,37.560222,126.925129,2026-02-17T22:29:33.775718+00:00,,,,랑빠스81,서울특별시 마포구 동교로30길 17-1
blueribbon,TAKA,서울특별시 용산구 장문로 23,Seoul,South Korea,RIBBON_ONE,,,02-794-7661 ,,2026,TAKA,37.5285655568387,126.993107501389,2026-02-17T22:29:33.775718+00:00,,,,타카,서울특별시 용산구 장문로 23
blueribbon,osteria sam kim,서울특별시 마포구 양화로3길 55,Seoul,South Korea,RIBBON_ONE,,,02-324-3338 ,,2026,osteria sam kim,37.551304,126.910887,2026-02-17T22:29:33.775718+00:00,,,,오스테리아샘킴,서울특별시 마포구 양화로3길 55
blueribbon,BASAK MACHA,서울특별시 마포구 월드컵로13길 64,Seoul,South Korea,RIBBON_ONE,,,02-336-4486 ,,2026,BASAK MACHA,37.555286,126.906548,2026-02-17T22:29:33.775718+00:00,,,,바삭마차,서울특별시 마포구 월드컵로13길 64
blueribbon,SARUKAME RAMEN ,서울특별시 마포구 연남로 15,Seoul,South Korea,RIBBON_ONE,,,없음,,2026,SARUKAME RAMEN ,37.5610703891437,126.922681739908,2026-02-17T22:29:33.775718+00:00,,,,사루카메,서울특별시 마포구 연남로 15
blueribbon,PEER COFFEE,서울특별시 성동구 광나루로4가길 24,Seoul,South Korea,RIBBON_ONE,,,02-474-1464,,2026,PEER COFFEE,37.5489241684925,127.054880332448,2026-02-17T22:29:33.775718+00:00,,,,피어커피,서울특별시 성동구 광나루로4가길 24
blueribbon,Camillo Lasagneria,서울특별시 마포구 동교로12길 41,Seoul,South Korea,RIBBON_ONE,,,02-332-8622 ,,2026,Camillo Lasagneria,37.552551,126.912878,2026-02-17T22:29:33.775718+00:00,,,,카밀로라자네리아,서울특별시 마포구 동교로12길 41
blueribbon,MEXI CALI,서울특별시 광진구 천호대로 634,Seoul,South Korea,RIBBON_ONE,,,0507-1360-1707,,2026,MEXI CALI,37.5535987488369,127.087558019018,2026-02-17T22:29:33.775718+00:00,,,,멕시칼리,서울특별시 광진구 천호대로 634
blueribbon,atelier POND,서울특별시 용산구 이태원로54길 19,Seoul,South Korea,RIBBON_ONE,,,010-7764-7663,,2026,atelier POND,37.537321485981,127.002192542405,2026-02-17T22:29:33.775718+00:00,,,,아뜰리에폰드,서울특별시 용산구 이태원로54길 19
blueribbon,남해바다마차,서울특별시 성북구 한천로78길 71,Seoul,South Korea,RIBBON_ONE,,,02-966-5036,,2026,,37.61351,127.065,2026-02-17T22:29:33.775718+00:00,,,,남해바다마차,서울특별시 성북구 한천로78길 71
blueribbon,Lenuage,서울특별시 마포구 동교로46길 42-9,Seoul,South Korea,RIBBON_ONE,,,0507-1387-7396,,2026,Lenuage,37.5617663577595,126.926697768319,2026-02-17T22:29:33.775718+00:00,,,,르누아즈,서울특별시 마포구 동교로46길 42-9
blueribbon,Peony,서울특별시 마포구 독막로7길 51,Seoul,South Korea,RIBBON_ONE,,,02-333-5325,,2026,Peony,37.5500851944722,126.919764712297,2026-02-17T22:29:33.775718+00:00,,,,피오니,서울특별시 마포구 독막로7길 51
blueribbon,Truffle di Alba,서울특별시 용산구 대사관로15길 8-3,Seoul,South Korea,RIBBON_ONE,,,070-5015-1706,,2026,Truffle di Alba,37.5341665277593,127.002861453913,2026-02-17T22:29:33.775718+00:00,,,,트러플디알바,서울특별시 용산구 대사관로15길 8-3
blueribbon,Leemarco,서울특별시 강북구 삼양로 685,Seoul,South Korea,RIBBON_ONE,,,02-903-0337,,2026,Leemarco,37.6636901789406,127.011856348586,2026-02-17T22:29:33.775718+00:00,,,,리마르코,서울특별시 강북구 삼양로 685
blueribbon,흐붓,서울특별시 용산구 이태원로54길 62-8,Seoul,South Korea,RIBBON_ONE,,,,,2026,,37.5355500471467,127.000687232302,2026-02-17T22:29:33.775718+00:00,,,,흐붓,서울특별시 용산구 이태원로54길 62-8
blueribbon,황금콩밭,서울특별시 마포구 마포대로16길 9,Seoul,South Korea,RIBBON_ONE,,,02-313-2952,,2026,,37.5509656114371,126.956732003277,2026-02-17T22:29:33.775718+00:00,,,,황금콩밭,서울특별시 마포구 마포대로16길 9
blueribbon,효도치킨(광화문점),서울특별시 종로구 사직로8길 21-1,Seoul,South Korea,RIBBON_ONE,,,02-737-0628,,2026,,37.5746362867009,126.971058563556,2026-02-17T22:29:33.775718+00:00,,,,효도치킨(광화문점),서울특별시 종로구 사직로8길 21-1
blueribbon,Hieutu,서울특별시 용산구 한강대로38길 35,Seoul,South Korea,RIBBON_ONE,,,02-794-0526,,2026,Hieutu,37.5287707660887,126.970222478429,2026-02-17T22:29:33.775718+00:00,,,,효뜨,서울특별시 용산구 한강대로38길 35
blueribbon,후암편백,서울특별시 용산구 후암로 57-1,Seoul,South Korea,RIBBON_ONE,,,02-318-2208 ,,2026,,37.55101137211389,126.976891369992,2026-02-17T22:29:33.775718+00:00,,,,후암편백,서울특별시 용산구 후암로 57-1
blueribbon,히노키공방,서울특별시 마포구 신촌로14안길 3,Seoul,South Korea,RIBBON_ONE,,,010-8347-2979,,2026,,37.55446,126.9333,2026-02-17T22:29:33.775718+00:00,,,,히노키공방,서울특별시 마포구 신촌로14안길 3
blueribbon,호미관,서울특별시 종로구 종로5길 13,Seoul,South Korea,RIBBON_ONE,,,02-723-5651,,2026,,37.570994,126.980451,2026-02-17T22:29:33.775718+00:00,,,,호미관,서울특별시 종로구 종로5길 13
blueribbon,향미,서울특별시 마포구 성미산로 193,Seoul,South Korea,RIBBON_ONE,,,02-333-2943 ,,2026,,37.562858,126.926699,2026-02-17T22:29:33.775718+00:00,,,,향미,서울특별시 마포구 성미산로 193
blueribbon,황생가칼국수,서울특별시 종로구 북촌로5길 78,Seoul,South Korea,RIBBON_ONE,,,02-739-6334 ,,2026,,37.58006,126.9806,2026-02-17T22:29:33.775718+00:00,,,,황생가칼국수,서울특별시 종로구 북촌로5길 78
blueribbon,pho ong xa,서울특별시 은평구 진관2로 29-21,Seoul,South Korea,RIBBON_ONE,,,02-6448-0115,,2026,pho ong xa,37.635741734904,126.919341649662,2026-02-17T22:29:33.775718+00:00,,,,포옹싸,서울특별시 은평구 진관2로 29-21
blueribbon,풍류,서울특별시 종로구 필운대로5나길 20-12,Seoul,South Korea,RIBBON_ONE,,,0507-1376-0006,,2026,,37.5802745815836,126.967456726676,2026-02-17T22:29:33.775718+00:00,,,,풍류,서울특별시 종로구 필운대로5나길 20-12
blueribbon,FOOD SYLVAIN ,서울특별시 마포구 포은로 61,Seoul,South Korea,RIBBON_ONE,,,0507-1403-8120,,2026,FOOD SYLVAIN ,37.5528119921071,126.906329720168,2026-02-17T22:29:33.775718+00:00,,,,푸드실방,서울특별시 마포구 포은로 61
blueribbon,포가,서울특별시 마포구 동교로46길 24-4,Seoul,South Korea,RIBBON_ONE,,,0507-1327-5901,,2026,,37.5620091934239,126.925859408365,2026-02-17T22:29:33.775718+00:00,,,,포가,서울특별시 마포구 동교로46길 24-4
blueribbon,Haidilao Hot Pot,서울특별시 중구 명동3길 36,Seoul,South Korea,RIBBON_ONE,,,02-3789-3888,,2026,Haidilao Hot Pot,37.565347288841,126.983735515555,2026-02-17T22:29:33.775718+00:00,,,,하이디라오,서울특별시 중구 명동3길 36
blueribbon,편의방,서울특별시 서대문구 연희로 36,Seoul,South Korea,RIBBON_ONE,,,02-363-5887,,2026,,37.56179,126.9275,2026-02-17T22:29:33.775718+00:00,,,,편의방,서울특별시 서대문구 연희로 36
blueribbon,하카타나카,서울특별시 마포구 와우산로23길 50,Seoul,South Korea,RIBBON_ONE,,,02-332-3207,,2026,,37.55499,126.9237,2026-02-17T22:29:33.775718+00:00,,,,하카타나카,서울특별시 마포구 와우산로23길 50
blueribbon,Ham's Brot,서울특별시 도봉구 도봉로 483,Seoul,South Korea,RIBBON_ONE,,,02-996-4488 ,,2026,Ham's Brot,37.648898,127.034519,2026-02-17T22:29:33.775718+00:00,,,,함스브로트과자점,서울특별시 도봉구 도봉로 483
blueribbon,하단,서울특별시 성북구 성북로6길 14,Seoul,South Korea,RIBBON_ONE,,,02-764-5744 ,,2026,,37.58995,127.005,2026-02-17T22:29:33.775718+00:00,,,,하단,서울특별시 성북구 성북로6길 14
blueribbon,한성옥,서울특별시 종로구 삼봉로 42-1,Seoul,South Korea,RIBBON_ONE,,,02-735-8121 ,,2026,,37.57244,126.9794,2026-02-17T22:29:33.775718+00:00,,,,한성옥,서울특별시 종로구 삼봉로 42-1
blueribbon,Petra,서울특별시 용산구 녹사평대로40길 33,Seoul,South Korea,RIBBON_ONE,,,02-790-4433,,2026,Petra,37.53463,126.9877,2026-02-17T22:29:33.775718+00:00,,,,페트라,서울특별시 용산구 녹사평대로40길 33
blueribbon,필동면옥,서울특별시 중구 서애로 26,Seoul,South Korea,RIBBON_ONE,,,02-2266-2611 ,,2026,,37.56034,126.9969,2026-02-17T22:29:33.775718+00:00,,,,필동면옥,서울특별시 중구 서애로 26
blueribbon,파브리키친,서울특별시 용산구 한강대로15길 23-6,Seoul,South Korea,RIBBON_ONE,,,070-7576-4830,,2026,,37.5261483522748,126.962751005883,2026-02-17T22:29:33.775718+00:00,,,,파브리키친,서울특별시 용산구 한강대로15길 23-6
blueribbon,TRAVERTINE,서울특별시 용산구 한강대로7길 18-7,Seoul,South Korea,RIBBON_ONE,,,070-8862-6003,,2026,TRAVERTINE,37.5248745716605,126.962078419523,2026-02-17T22:29:33.775718+00:00,,,,트래버틴,서울특별시 용산구 한강대로7길 18-7
blueribbon,CONFIER,서울특별시 중구 세종대로 14,Seoul,South Korea,RIBBON_ONE,,,0507-1373-0827,,2026,CONFIER,37.5578385325826,126.9744151,2026-02-17T22:29:33.775718+00:00,,,,콘피에르,서울특별시 중구 세종대로 14
blueribbon,타케모토,서울특별시 용산구 두텁바위로 61,Seoul,South Korea,RIBBON_ONE,,,02-777-4649,,2026,,37.5461687337223,126.979089400658,2026-02-17T22:29:33.775718+00:00,,,,타케모토,서울특별시 용산구 두텁바위로 61
blueribbon,태천면옥,서울특별시 광진구 광장로 49,Seoul,South Korea,RIBBON_ONE,,,02-466-7224 ,,2026,,37.5471245269241,127.10267053054,2026-02-17T22:29:33.775718+00:00,,,,태천면옥,서울특별시 광진구 광장로 49
blueribbon,Cuisine La Cle,서울특별시 종로구 자하문로7길 36,Seoul,South Korea,RIBBON_ONE,,,02-6053-1514,,2026,Cuisine La Cle,37.579211074520316,126.97028934695817,2026-02-17T22:29:33.775718+00:00,,,,퀴진라끌레,서울특별시 종로구 자하문로7길 36
blueribbon,쿠시카츠쿠시엔,서울특별시 마포구 월드컵북로5나길 18,Seoul,South Korea,RIBBON_ONE,,,02-322-6928,,2026,,37.557334550269836,126.9167973827794,2026-02-17T22:29:33.775718+00:00,,,,쿠시카츠쿠시엔,서울특별시 마포구 월드컵북로5나길 18
blueribbon,Passage,서울특별시 마포구 백범로20길 24-5,Seoul,South Korea,RIBBON_ONE,,,02-332-8994 ,,2026,Passage,37.5459144876248,126.943811380412,2026-02-17T22:29:33.775718+00:00,,,,파사주,서울특별시 마포구 백범로20길 24-5
blueribbon,Kushimura,서울특별시 마포구 와우산로3길 13,Seoul,South Korea,RIBBON_ONE,,,02-333-2650,,2026,Kushimura,37.54599,126.9223,2026-02-17T22:29:33.775718+00:00,,,,쿠시무라,서울특별시 마포구 와우산로3길 13
blueribbon,CARNABY,서울특별시 용산구 한강대로62길 55,Seoul,South Korea,RIBBON_ONE,,,070-8833-5560,,2026,CARNABY,37.5323942311005,126.973623678648,2026-02-17T22:29:33.775718+00:00,,,,카나비,서울특별시 용산구 한강대로62길 55
blueribbon,Cha'R,서울특별시 종로구 종로3길 17,Seoul,South Korea,RIBBON_ONE,,,02-2251-8345,,2026,Cha'R,37.5709958592808,126.978914477333,2026-02-17T22:29:33.775718+00:00,,,,차알(광화문디타워점),서울특별시 종로구 종로3길 17
blueribbon,청수당,서울특별시 종로구 돈화문로11나길 31-9,Seoul,South Korea,RIBBON_ONE,,,02-747-8215,,2026,,37.5738814755255,126.989784379653,2026-02-17T22:29:33.775718+00:00,,,,청수당,서울특별시 종로구 돈화문로11나길 31-9
blueribbon,CONNECTS COFFEE,서울특별시 마포구 성지길 60,Seoul,South Korea,RIBBON_ONE,,,02-6080-9449,,2026,CONNECTS COFFEE,37.5460993018096,126.91257941517,2026-02-17T22:29:33.775718+00:00,,,,커넥츠커피(합정점),서울특별시 마포구 성지길 60
blueribbon,Cafe Comma,서울특별시 마포구 포은로 49,Seoul,South Korea,RIBBON_ONE,,,070-4179-2205,,2026,Cafe Comma,37.551946564453,126.906760728614,2026-02-17T22:29:33.775718+00:00,,,,카페꼼마(합정점),서울특별시 마포구 포은로 49
blueribbon,Kalas Coffee,서울특별시 마포구 월드컵북로16길 16,Seoul,South Korea,RIBBON_ONE,,,02-3494-2388,,2026,Kalas Coffee,37.5628324702465,126.915330283401,2026-02-17T22:29:33.775718+00:00,,,,칼라스커피,서울특별시 마포구 월드컵북로16길 16
blueribbon,천이오겹살,서울특별시 마포구 양화로7길 12,Seoul,South Korea,RIBBON_ONE,,,02-325-2920 ,,2026,,37.5514096192093,126.915191676236,2026-02-17T22:29:33.775718+00:00,,,,천이오겹살,서울특별시 마포구 양화로7길 12
blueribbon,진향,서울특별시 마포구 월드컵북로1길 62,Seoul,South Korea,RIBBON_ONE,,,070-8713-8888,,2026,,37.5537098162821,126.918315070824,2026-02-17T22:29:33.775718+00:00,,,,진향,서울특별시 마포구 월드컵북로1길 62
blueribbon,초원,서울특별시 용산구 한강대로80길 7,Seoul,South Korea,RIBBON_ONE,,,02-749-5949,,2026,,37.5427605404136,126.973355698925,2026-02-17T22:29:33.775718+00:00,,,,초원,서울특별시 용산구 한강대로80길 7
blueribbon,COFFEE NINE,서울특별시 동대문구 전농로3길 12,Seoul,South Korea,RIBBON_ONE,,,02-6396-9992,,2026,COFFEE NINE,37.56854787150042,127.05662375259054,2026-02-17T22:29:33.775718+00:00,,,,커피나인,서울특별시 동대문구 전농로3길 12
blueribbon,COMM COMM BAKERY CAFE,서울특별시 용산구 한강대로44길 14,Seoul,South Korea,RIBBON_ONE,,,02-788-7365 ,,2026,COMM COMM BAKERY CAFE,37.53078,126.97057,2026-02-17T22:29:33.775718+00:00,,,,컴컴베이커리카페,서울특별시 용산구 한강대로44길 14
blueribbon,Churi Churi,서울특별시 마포구 독막로15길 3-13,Seoul,South Korea,RIBBON_ONE,,,02-749-9996,,2026,Churi Churi,37.54837,126.9213,2026-02-17T22:29:33.775718+00:00,,,,츄리츄리,서울특별시 마포구 독막로15길 3-13
blueribbon,최사장네닭,서울특별시 마포구 연남로 4-1,Seoul,South Korea,RIBBON_ONE,,,02-334-9242 ,,2026,,37.560343,126.923626,2026-02-17T22:29:33.775718+00:00,,,,최사장네닭,서울특별시 마포구 연남로 4-1
blueribbon,청송함흥냉면,서울특별시 서대문구 연희맛로 6,Seoul,South Korea,RIBBON_ONE,,,02-334-3545,,2026,,37.56585,126.9287,2026-02-17T22:29:33.775718+00:00,,,,청송함흥냉면,서울특별시 서대문구 연희맛로 6
blueribbon,철철복집,서울특별시 중구 을지로3길 29,Seoul,South Korea,RIBBON_ONE,,,02-776-2418 ,,2026,,37.56728,126.9815,2026-02-17T22:29:33.775718+00:00,,,,철철복집,서울특별시 중구 을지로3길 29
blueribbon,진아춘,서울특별시 종로구 대명1길 18,Seoul,South Korea,RIBBON_ONE,,,02-765-5688 ,,2026,,37.582813,127.000472,2026-02-17T22:29:33.775718+00:00,,,,진아춘,서울특별시 종로구 대명1길 18
blueribbon,참숯골,서울특별시 중구 무교로 16,Seoul,South Korea,RIBBON_ONE,,,02-774-2100,,2026,,37.567293,126.979532,2026-02-17T22:29:33.775718+00:00,,,,참숯골,서울특별시 중구 무교로 16
blueribbon,진어참치,서울특별시 마포구 연남로3길 34,Seoul,South Korea,RIBBON_ONE,,,02-332-7412 ,,2026,,37.5607,126.9207,2026-02-17T22:29:33.775718+00:00,,,,진어참치,서울특별시 마포구 연남로3길 34
blueribbon,Coffeest,서울특별시 종로구 경희궁길 39,Seoul,South Korea,RIBBON_ONE,,,02-725-5557 ,,2026,Coffeest,37.57275,126.9694,2026-02-17T22:29:33.775718+00:00,,,,커피스트,서울특별시 종로구 경희궁길 39
blueribbon,ITER MYEONGDONG,서울특별시 중구 남대문로5길 39,Seoul,South Korea,RIBBON_ONE,,,02-3789-7177,,2026,ITER MYEONGDONG,37.5631341649501,126.97860860372,2026-02-17T22:29:33.775718+00:00,,,,이테르,서울특별시 중구 남대문로5길 39
blueribbon,제제,서울특별시 성동구 서울숲길 46-1,Seoul,South Korea,RIBBON_ONE,,,0507-1329-7000,,2026,,37.5478966119798,127.042574916474,2026-02-17T22:29:33.775718+00:00,,,,제제,서울특별시 성동구 서울숲길 46-1
blueribbon,Joo052,서울특별시 성동구 고산자로14길 26,Seoul,South Korea,RIBBON_ONE,,,02-2281-0343,,2026,Joo052,37.5633674241059,127.037643745197,2026-02-17T22:29:33.775718+00:00,,,,주052,서울특별시 성동구 고산자로14길 26
blueribbon,정육면체,서울특별시 서대문구 연세로5다길 22-8,Seoul,South Korea,RIBBON_ONE,,,070-4179-3819 ,,2026,,37.5568390268236,126.934589678597,2026-02-17T22:29:33.775718+00:00,,,,정육면체,서울특별시 서대문구 연세로5다길 22-8
blueribbon,JAEIN,서울특별시 용산구 이태원로54길 48,Seoul,South Korea,RIBBON_ONE,,,02-797-2454,,2026,JAEIN,37.5363402198792,127.001269028454,2026-02-17T22:29:33.775718+00:00,,,,재인,서울특별시 용산구 이태원로54길 48
blueribbon,종점숯불갈비,서울특별시 용산구 장문로 112,Seoul,South Korea,RIBBON_ONE,,,02-749-6887 ,,2026,,37.526362,127.001948,2026-02-17T22:29:33.775718+00:00,,,,종점숯불갈비,서울특별시 용산구 장문로 112
blueribbon,중화복춘,서울특별시 마포구 동교로 220-7,Seoul,South Korea,RIBBON_ONE,,,0507-1436-2209,,2026,,37.559528,126.924244,2026-02-17T22:29:33.775718+00:00,,,,중화복춘,서울특별시 마포구 동교로 220-7
blueribbon,진가,서울특별시 마포구 동교로34길 12,Seoul,South Korea,RIBBON_ONE,,,02-326-1668 ,,2026,,37.560867,126.924926,2026-02-17T22:29:33.775718+00:00,,,,진가,서울특별시 마포구 동교로34길 12
blueribbon,jowoo,서울특별시 종로구 경희궁1길 10-1,Seoul,South Korea,RIBBON_ONE,,,02-732-1383,,2026,jowoo,37.571343815041786,126.97119805167881,2026-02-17T22:29:33.775718+00:00,,,,조우,서울특별시 종로구 경희궁1길 10-1
blueribbon,일광쪽갈비,서울특별시 동대문구 전농로 48,Seoul,South Korea,RIBBON_ONE,,,02-489-5055,,2026,,37.56903,127.0573,2026-02-17T22:29:33.775718+00:00,,,,일광쪽갈비,서울특별시 동대문구 전농로 48
blueribbon,장군갈비,서울특별시 광진구 용마산로 11,Seoul,South Korea,RIBBON_ONE,,,02-447-3479 ,,2026,,37.55473,127.0881,2026-02-17T22:29:33.775718+00:00,,,,장군갈비,서울특별시 광진구 용마산로 11
blueribbon,장모님해장국,서울특별시 종로구 진흥로 421,Seoul,South Korea,RIBBON_ONE,,,02-379-4294 ,,2026,,37.60884,126.9556,2026-02-17T22:29:33.775718+00:00,,,,장모님해장국,서울특별시 종로구 진흥로 421
blueribbon,제일콩집,서울특별시 노원구 동일로174길 37-8,Seoul,South Korea,RIBBON_ONE,,,02-972-7016,,2026,,37.6195,127.0776,2026-02-17T22:29:33.775718+00:00,,,,제일콩집,서울특별시 노원구 동일로174길 37-8
blueribbon,이품,서울특별시 서대문구 연희로11길 20,Seoul,South Korea,RIBBON_ONE,,,02-322-6172,,2026,,37.56753,126.9301,2026-02-17T22:29:33.775718+00:00,,,,이품,서울특별시 서대문구 연희로11길 20
blueribbon,이조식탁,서울특별시 중구 마른내로 14,Seoul,South Korea,RIBBON_ONE,,,02-2265-1058,,2026,,37.5646598422505,126.989396953863,2026-02-17T22:29:33.775718+00:00,,,,이조식탁,서울특별시 중구 마른내로 14
blueribbon,WUI Tea House & Restaurant,서울특별시 용산구 한강대로21길 25,Seoul,South Korea,RIBBON_ONE,,,02-795-2125,,2026,WUI Tea House & Restaurant,37.5270237235917,126.963773835076,2026-02-17T22:29:33.775718+00:00,,,,웨이티하우스앤레스토랑,서울특별시 용산구 한강대로21길 25
blueribbon,Your Dining,서울특별시 마포구 망원로6길 56,Seoul,South Korea,RIBBON_ONE,,,0507-1378-0601,,2026,Your Dining,37.5544353519126,126.903792753464,2026-02-17T22:29:33.775718+00:00,,,,유어다이닝,서울특별시 마포구 망원로6길 56
blueribbon,이츠모라멘,서울특별시 마포구 와우산로23길 18-7,Seoul,South Korea,RIBBON_ONE,,,02-333-1997 ,,2026,,37.5540010720065,126.924626873497,2026-02-17T22:29:33.775718+00:00,,,,이츠모라멘,서울특별시 마포구 와우산로23길 18-7
blueribbon,월강부산돼지국밥,서울특별시 마포구 동교로 241-1,Seoul,South Korea,RIBBON_ONE,,,02-326-5800,,2026,,37.56156,126.9241,2026-02-17T22:29:33.775718+00:00,,,,월강부산돼지국밥,서울특별시 마포구 동교로 241-1
blueribbon,유진막국수,서울특별시 용산구 장문로 18,Seoul,South Korea,RIBBON_ONE,,,0507-1328-2307,,2026,,37.5284,126.9924,2026-02-17T22:29:33.775718+00:00,,,,유진막국수,서울특별시 용산구 장문로 18
blueribbon,우물집(구의점),서울특별시 광진구 아차산로49길 21,Seoul,South Korea,RIBBON_ONE,,,0507-1491-1273,,2026,,37.5378742920838,127.084275458765,2026-02-17T22:29:33.775718+00:00,,,,우물집(구의점),서울특별시 광진구 아차산로49길 21
blueribbon,오일제,서울특별시 용산구 한강대로62다길 29,Seoul,South Korea,RIBBON_ONE,,,0507-1340-5534,,2026,,37.5325403467892,126.974737930578,2026-02-17T22:29:33.775718+00:00,,,,오일제,서울특별시 용산구 한강대로62다길 29
blueribbon,OSTERIA HYUN,서울특별시 광진구 능동로 237,Seoul,South Korea,RIBBON_ONE,,,02-6949-3346,,2026,OSTERIA HYUN,37.5513250013994,127.076101717325,2026-02-17T22:29:33.775718+00:00,,,,오스테리아현,서울특별시 광진구 능동로 237
blueribbon,용마갈비,서울특별시 중랑구 용마산로 498,Seoul,South Korea,RIBBON_ONE,,,02-435-4038,,2026,,37.5955083392501,127.100331994394,2026-02-17T22:29:33.775718+00:00,,,,용마갈비,서울특별시 중랑구 용마산로 498
blueribbon,용마해장국,서울특별시 중랑구 용마공원로5길 20,Seoul,South Korea,RIBBON_ONE,,,02-2209-5938,,2026,,37.594539002298,127.102280443169,2026-02-17T22:29:33.775718+00:00,,,,용마해장국,서울특별시 중랑구 용마공원로5길 20
blueribbon,yosoojung,서울특별시 마포구 대흥로 80-2,Seoul,South Korea,RIBBON_ONE,,,010-3043-5368,,2026,yosoojung,37.547119300873,126.941578380249,2026-02-17T22:29:33.775718+00:00,,,,요수정,서울특별시 마포구 대흥로 80-2
