source,name,address,city,country,category,cuisine,price,phone,url,year,description,latitude,longitude,captured_at,kakao_id,kakao_url,korean_query,name_ko,address_ko
michelin,Épanoui,"3F, 33 Seolleung-ro 146-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,French,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/epanoui,,"Épanoui adorns its walls with novel artists’ paintings every three months, thereby imbuing this back alley establishment in Cheongdam-dong with a gallery-like ambience befitting its beautifully crafted French cuisine. The kitchen team's signature dishes include lobster ravioli in a mellow champagne-vanilla sauce and foie gras marbré surrounded by crunchy bread crumbs. Perhaps as a nod to the restaurant’s artwork, the presentations are also delicate and vibrant. Chef Ji-hun Kwon’s pursuit of balanced flavours and elevated plating will delight your eyes and your palate.",37.52187,127.04254,2026-02-17T22:25:57.141146+00:00,,,,에빠뉘,"강남구 선릉로 146길 33, 3층, Seoul"
michelin,Escondido,"B1F, 61-7 Hannam-daero 20-gil, Yongsan-gu, Seoul",Seoul,South Korea,1 Star,Mexican,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/escondido,,"Escondido is a space replete with Chef Jin Woo-bum’s passion for Mexican food. His infatuation with the cuisine led him to Mexico, where he steadily learned and improved his culinary skills while engrossed in Mexican culture. The restaurant offers bona fide Mexican cuisine with the chef’s unique twists. He conjures up finely nuanced flavors by making particularly nuanced use of tortilla and mole, the staples of Mexican cuisine. One last tip: pairing your dish with tequila, mezcal or a cocktail will take your gourmet experience at Escondido to a whole new level.",37.53517,127.01046,2026-02-17T22:25:57.141146+00:00,,,,에스콘디도,"용산구 한남대로 20길 61-7, 지하 1층, Seoul"
michelin,Essence,"12 Banpo-daero 4-gil, Seocho-gu, Seoul",Seoul,South Korea,Selected,French,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/essence-1207862,,"After a series of twists and turns, Chef Kim Yeong-seon wrapped up his famed career as a classic French chef at Restaurant Soleil and opened Essence to offer his very own version of French cuisine. Here, the chef provides bistro-style French fare that is cozier and lighter, and therefore more accessible, than the fare at his previous restaurant. Although the winds of change are sweeping through the dining industry, he is steadfastly committed to the classic style, delivering deep flavors through precisely baked and cooked ingredients and carefully crafted sauces. In this era of contemporary cuisine that appeals to diners with a wide range of novel culinary styles, Essence’s unpretentious meals highlighting genuine authenticity remind us, once again, of the core of French cuisine.",37.48179,127.01336,2026-02-17T22:25:57.141146+00:00,,,,에쌍스,"서초구 반포대로 4길 12, Seoul"
michelin,Evett,"10-5 Dosan-daero 45-gil, Gangnam-gu, Seoul",Seoul,South Korea,2 Stars,Innovative,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/evett,,"Chef Joseph Lidgerwood turns foraging into an art form, handcrafting traditional meju and brewing his own sauces. For him, there is no such thing as an ordinary or overused ingredient. His signature meju doughnut, filled with cream, anchovy dalgona, and black garlic, elevates umami and fermented depth to new heights. The menu at Evett is a canvas of innovation, featuring bold reinterpretations of Korean culinary heritage, such as house-made pine needle oil and floral-infused medicinal liquor. By seamlessly blending tradition with a global vision, the chef’s creations shine even brighter when paired with a well-curated wine list.",37.52334,127.0362,2026-02-17T22:25:57.141146+00:00,,,,에빗,"강남구 도산대로 45길 10-5, Seoul"
michelin,Exquisine,"6 Samseong-ro 140-gil, Gangnam-gu, Seoul",Seoul,South Korea,1 Star,Contemporary,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/exquisine,,"Located in a quiet residential neighbourhood, Exquisine is Chef Kyung-won Jang’s creative space for exploring the characters and potentials of Korean ingredients. Using herbs grown in-house and fresh, regionally sourced produce, the restaurant offers reasonably priced menus—one for lunch and one for dinner—each changing frequently according to ingredient and kitchen conditions. With soft lighting and minimalist decor, the compact dining room in black and grey tones creates a warm, intimate atmosphere ideal for dates and quiet meals.",37.5211374,127.04969,2026-02-17T22:25:57.141146+00:00,,,,익스퀴진,"강남구 삼성로 140길 6, Seoul"
michelin,Fuje,"2F, 21 Nonhyeon-ro 24-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Contemporary,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/fuje,,"Fuje presents contemporary cuisine rooted in French cookery, crafted with seasonal ingredients and homegrown vegetables and herbs. The menu reflects the chef’s desire to create trustworthy dishes. One standout dish features lightly blanched geoduck served with rice cooked in a clam broth; the flavour of the broth perfectly accompanies the sweet aroma and the great texture of the geoduck. The subtle oak aroma from the grill further enhances the dining experience.",37.48207,127.04473,2026-02-17T22:25:57.141146+00:00,,,,후제,"강남구 논현로 24길 21, 2층, Seoul"
michelin,Gaeseong Mandu Koong,"11-3 Insadong 10-gil, Jongno-gu, Seoul",Seoul,South Korea,Bib Gourmand,Mandu,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gaeseong-mandu-koong,,"Set inside a converted traditional hanok, this restaurant is built around its signature gaeseong-style dumplings, a recipe passed down from the owner’s grandmother. The dough, fermented for three hours, yields wrappers with a pleasantly elastic texture and a subtle wheat aroma, while the filling—pork blended with generous vegetables—offers a clean, harmonious flavour. The clear, milky broth is simmered for eight hours with beef and ten kinds of fresh vegetables, resulting in a naturally savoury depth without heavy seasoning. The accompanying mul-kimchi and kkakdugi pair beautifully with the dumplings, completing a balanced and quietly refined meal.",37.57423,126.98539,2026-02-17T22:25:57.141146+00:00,,,,개성만두 궁,"종로구 인사동 10길 11-3, Seoul"
michelin,GAGGEN by Choi Junho,"2F, 19-1 Apgujeong-ro 80-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Japanese,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gaggen,,"The chef couple Hyeon-Ah Choi and Jin-hee Won, both trained at renowned Japanese restaurants, create cuisine that elegantly expresses Japanese seasonality with uncommon preparations such as hand‑pulled somen, freshly ground sesame, and bracken‑starch warabi‑mochi. Dinner begins promptly at 7 p.m. for all guests, with each course presented directly in front of them for a deeply immersive experience that highlights the chefs’ craftsmanship. Thoughtful explanations from the chefs and warm, attentive hospitality further elevate the overall dining journey.",37.52451,127.04523,2026-02-17T22:25:57.141146+00:00,,,,가겐 바이 최준호,"강남구 압구정로 80길 19-1, 2층, Seoul"
michelin,Gebangsikdang,"17 Seolleung-ro 131-gil, Gangnam-gu, Seoul",Seoul,South Korea,Bib Gourmand,Gejang,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gebang-sikdang,,"Soy sauce-marinated crab and stylish décor don’t always go hand in hand, but at Gebangsikdang, they do. A collaboration between fashion marketer Bang Geon-hyuk and his parents, veterans of the soy sauce marinated crab restaurant business, Gebangsikdang caters to a trend-conscious crowd with its polished interior and its wide selection of raw crab dishes. For those who find it bothersome to eat crab on the shell, there are options that come with just the crab flesh and crab roe on a mound of hot rice.",37.51727,127.03942,2026-02-17T22:25:57.141146+00:00,,,,게방식당,"강남구 선릉로 131길 17, Seoul"
michelin,Geumdwaeji Sikdang,"149 Dasan-ro, Jung-gu, Seoul",Seoul,South Korea,Bib Gourmand,Barbecue,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/geumdwaeji-sikdang,,"Located along a main road in Sindang-dong, Geumdwaeji Sikdang can be easily spotted by its gold-on-white-tile signage and the queue outside the door long after peak dining hours. The establishment used to serve fine cuts of YBD pig and has recently upgraded the meat quality by switching to premium-grade cuts. The texture of the pork is firm and meaty, with a good balance of flavourful fat that renders the meat supremely juicy. Items are cooked on a cast-iron grill over coal briquettes that help keep the temperature constant.",37.55705,127.01165,2026-02-17T22:25:57.141146+00:00,,,,금돼지식당,"중구 다산로 149, Seoul"
michelin,Ggupdang,"615 Gangnam-daero, Seocho-gu, Seoul",Seoul,South Korea,Bib Gourmand,Barbecue,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/ggupdang,,"Situated right near Sinsa station, this restaurant specializes in grilled pork butt cured for 15 days before being quickly grilled on a specially made aluminum grate over Binchotan charcoal. Thanks to this method of cooking, the meat is fatty, tender, and juicy. As in the case of sushi, when it is eaten with rice (prepared with a recipe conceived by a Japanese consultant chef) and Korean horseradish, the meat juice is absorbed by the rice, making it even softer. The side orders are not to be missed.",37.5166307,127.0188926,2026-02-17T22:25:57.141146+00:00,,,,꿉당,"서초구 강남대로 615, Seoul"
michelin,Gigas,"3F, 30 Toegye-ro 6ga-gil, Jung-gu, Seoul",Seoul,South Korea,1 Star,Mediterranean Cuisine,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gigas,,"Gigas presents seasonal Mediterranean cuisine crafted with fresh vegetables and herbs that reflect the fragrance of nature. All produce comes from the chef’s family farm 40 kilometers away, bringing true farm-to-table dining to the heart of Seoul. Chef Jung Hawan uses natural ingredients to craft Mediterranean dishes that carry his own distinct character, elevating traditional recipes with a clear sense of direction. Enjoy the charm of nature-driven food in a dining space that evokes nature, decorated with rocks and trees.",37.55696,126.97809,2026-02-17T22:25:57.141146+00:00,,,,기가스,"중구 퇴계로 6가길 30, 3층, Seoul"
michelin,GiwaKang,"4F, 9 Nonhyeon-ro 152-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Korean Contemporary,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/giwakang,,"At Giwakang, Chef Min-chul Kang—known for his distinctive French culinary style—presents a bold approach rooted in Korean cuisine. Melding classic Korean flavours with refined French techniques, Chef Kang creatively masters complex flavour pairings that might otherwise seem improbable. Dishes like dongchimi with caviar, ganjang gejang rice with truffle, and squid mandu are both daring and harmonious. The spotless open kitchen and elegant, modern space set a polished tone for the restaurant, while warm, attentive service rounds out a dining experience that feels both inventive and deeply satisfying.",37.52107,127.02893,2026-02-17T22:25:57.141146+00:00,,,,기와강,"강남구 논현로 152길 9, 4층, Seoul"
michelin,Gom Ba Wie,"10 Yeongdong-daero 115-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Barbecue,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gom-ba-wie,,"Grilled tripe and large intestines reign supreme at Gom Ba Wie, which has seen three decades of customers hooked on their buttery, pleasantly chewy goodness. The original location and the new location stand back to back, offering a glimpse of the restaurant’s past and present. If beef intestines aren't your cup of tea, the restaurant also offers other cuts like ribeye, short ribs and brisket. All meats are grilled over wood charcoal.",37.51485,127.05885,2026-02-17T22:25:57.141146+00:00,,,,곰바위,"강남구 영동대로 115길 10, Seoul"
michelin,Gomtang Lab,"10F, Hyundai Department Store, 517 Teheran-ro, Gangnam-gu, Seoul",Seoul,South Korea,Bib Gourmand,Gomtang,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gomtang-lab,,"Gomtang Lab, newly reopened on the 10th floor of Hyundai Department Store, is Chef Jeong-sik Lim’s secret base for exploring gomtang and other broth-based dishes. The signature collagen gomtang is simmered for over 10 hours with beef bones, tendons, shank, and tail, resulting in a rich, gelatinous depth of flavour. The menu is broad, ranging from tripe gomtang and clam gomtang to Pyongyang-style cold noodles and beef ramen. Ordering the set brings an array of sides, such as tofu with pollack roe, kimchi pancakes, and dumplings. The slow-cooked beef pairs well with traditional Korean liquors.",37.50859,127.05971,2026-02-17T22:25:57.141146+00:00,,,,곰탕랩,"강남구 테헤란로 517, 현대백화점 10층, Seoul"
michelin,Goobok Mandu,"7 Duteopbawi-ro, Yongsan-gu, Seoul",Seoul,South Korea,Bib Gourmand,Dim Sum,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/goobok-mandu,,"This small, family-run spot is operated by a Korean husband and his Chinese wife, blending a humble setting with a gentle touch of Chinese warmth. The menu is simple, offering just four kinds of dim sum, with the signature gubok kimchi dumplings drawing the most attention. Pan-fried to achieve a crisp exterior and pleasantly chewy wrapper, the dumplings are filled with pork and house-made kimchi, delivering a refreshing acidity and subtle heat. Diners who enjoy bolder flavours can enhance them with the chilli flakes and vinegar provided at the table.",37.54501,126.97318,2026-02-17T22:25:57.141146+00:00,,,,구복만두,"용산구 두텁바위로 7, Seoul"
michelin,Goryori Ken,"2F, 15-3 Eonju-ro 152-gil, Gangnam-gu, Seoul",Seoul,South Korea,1 Star,Contemporary,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/goryori-ken,,"This intimate setting, with the main bar seating only eight, allows patrons to watch the chef's every movement. While preserving its unassuming façade on the second floor of the premises, Chef Kim Geon showcases highly seasonal ingredients in creations inspired by the freshness of the produce and his own creative intuition. Consistency and care are things Kim takes very seriously when serving his customers. The drinks menu features an impressive variety of sake produced by small Japanese breweries.",37.52298,127.03478,2026-02-17T22:25:57.141146+00:00,,,,고료리 켄,"강남구 언주로 152길 15-3, 2층, Seoul"
michelin,Gosari Express,"12-10, Toegye-ro 85-gil, Jung-gu, Seoul",Seoul,South Korea,Selected,Vegan,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gosari-express,,"Tucked beneath a red awning in Sindang-dong Jungang Market, Gosari Express stands out among the neighbourhood’s long-established eateries. With the motto 'Vegetarian every day', it takes a playful approach to plant-based dining. Every dish features the restaurant’s signature gosari oil sauce, from spicy bibim noodles to Taiwanese pancakes topped with sweet and tangy gosari chilli sauce. This inventive spot demonstrates the boundless potential of gosari.",37.56626,127.02001,2026-02-17T22:25:57.141146+00:00,,,,고사리 익스프레스,"중구 퇴계로85길 12-10, Seoul"
michelin,Gucci Osteria da Massimo Bottura,"5F, 462 Apgujeong-ro, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Italian Contemporary,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gucci-osteria-da-massimo-bottura-1203402,,"Relocated in 2025 to Gangnam’s commercial district, this restaurant now occupies a stylish space defined by calming green tones, European tableware, and artful furnishings. Its vision is rooted in Italian gastronomy while deliberately moving beyond tradition. The Korean head chef, who trained in Italy for two years, skillfully integrates local and seasonal Korean ingredients into the menu, creating a modern Italian cuisine that reflects dynamic seasonal shifts. Offered as both à la carte and tasting menus, the meticulously crafted pastas are the undeniable highlight.",37.5192193,127.0413985,2026-02-17T22:25:57.141146+00:00,,,,구찌 오스테리아 다 마시모 보투라,"강남구 압구정로 462, 5층, Seoul"
michelin,Gwanghwamun Gukbap,"53 Sejong-daero 21-gil, Jung-gu, Seoul",Seoul,South Korea,Bib Gourmand,Dwaeji-gukbap,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gwanghwamun-gukbap,,"Gwanghwamun Gukbap, run by Chef Park Chan-il, offers a clean, mellow take on dwaeji gukbap using black pig pork. The mild broth, tender slices of pork, and a generous topping of chives create a well-balanced and aromatic bowl. Served with freshly cooked rice and crisp kkakdugi, it becomes a hearty, satisfying meal. A smaller portion is available for children, making it family-friendly. Located in a busy office district, expect long queues during weekday lunch hours.",37.5689,126.97541,2026-02-17T22:25:57.141146+00:00,,,,광화문 국밥,"중구 세종대로 21길 53, Seoul"
michelin,Kyoyang Siksa,"238 Itaewon-ro, Yongsan-gu, Seoul",Seoul,South Korea,Selected,Barbecue,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gyoyang-siksa,,"Sapporo-style lamb barbecue is the name of the game at Kyoyang Siksa, which specializes in tender young lamb less than 10 months old. Flown in from Australia, this meat is juicy and tender and the menu offers three cuts: French rack, ribs, and loin steak. These may be grilled tableside by the staff. Other solid dishes include soup curry with grilled vegetables and aromatic garlic rice served with small sheets of laver to wrap it in. Seating is limited, so be sure to book ahead.",37.53592,126.99994,2026-02-17T22:25:57.141146+00:00,,,,교양식사,"용산구 이태원로 238, Seoul"
michelin,Hadongkwan,"12 Myeongdong 9-gil, Jung-gu, Seoul",Seoul,South Korea,Selected,Gomtang,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hadongkwan,,"Established in 1939, Hadongkwan is a Myeong-dong institution renowned for its consistently delicious flavours. Its signature gomtang features a clean yet deeply savoury broth, generously filled with brisket, offal, and tripe. Served with rice warmed in the clear beef broth and topped with plenty of chopped scallions, it becomes a hearty meal best enjoyed alongside Seoul-style kkakdugi. This old-fashioned eatery opens early in the morning and closes when its soup vats run dry. Lines are expected during busy hours.",37.56439,126.98501,2026-02-17T22:25:57.141146+00:00,,,,하동관,"중구 명동 9길 12, Seoul"
michelin,Haenam Cheonilgwan,"36-1 Banpo-daero 39-gil, Seocho-gu, Seoul",Seoul,South Korea,Selected,Korean,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/haenam-cheonilgwan,,"Haenam Cheonilgwan has steadfastly preserved the rich traditions of Namdo cuisine. It carries forward the legacy of the historic Cheonil Sikdang under the leadership of CEO Hwa‑young Lee, a member of the founding family. The asset that distinguishes Lee’s establishment is its tried-and-true menus and recipes accumulated through the everyday life she shares with her family. Dishes like banji kimchi and grilled short rib patties retain the traditional Namdo flavours unchanged by modern trends.",37.49862,127.00195,2026-02-17T22:25:57.141146+00:00,,,,해남천일관,"서초구 반포대로 39길 36-1, Seoul"
michelin,Hakusi,"2F, 8-4 Eonju-ro 157-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Japanese,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hakusi,,"Hakusi opens a new chapter in Cheongdam after its success in Sinsa and Hannam. Situated on the first floor of a white, canvas-like building, the restaurant has the feel of a still life painting. Its bold, open layout allows diners to watch the kitchen at work. The food matches the modern space and showcases the chef’s creativity. The signature unagi is served first with sansho, then once again wrapped in a delicate pancake with basil and paired with basil vinegar—each preparation distinct yet balanced. Dishes are served à la carte after 8 p.m., and the restaurant also offers a tasting menu consisting of past signature dishes.",37.52414,127.03227,2026-02-17T22:25:57.141146+00:00,,,,하쿠시,"강남구 언주로 157길 8-4, 2, Seoul"
michelin,Halmaejip,"1-5 Sajik-ro 12-gil, Jongno-gu, Seoul",Seoul,South Korea,Bib Gourmand,Korean,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/halmaejip,,"Tucked away at the end of a quiet alley, the small, shoe-off restaurant retains a cosy charm. Founded in Naejadong in 1975 and relocated to its current site in 2006, it is known for a clean, aromatic heat that eliminates any gaminess. Its gamjatang is distinctive for using only bean sprouts and chives to create a refreshingly sharp broth. The jokbal is simmered for hours in a fragrant blend of spices and house broth, resulting in tender meat free of any off-flavours and deeply flavourful, chewy skin. Guests can choose between the richer hind leg or the softer foreleg, and the generous portions make it ideal for sharing.",37.5755506,126.9715631,2026-02-17T22:25:57.141146+00:00,,,,할매집,"종로구 사직로 12길 1-5, Seoul"
michelin,HANE,"14 Eonju-ro 172-gil, Gangnam-gu, Seoul",Seoul,South Korea,1 Star,Sushi,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hane,,"Led by a Korean chef specialising in Japanese cuisine, this restaurant focuses on sushi complemented by a selection of simple yet thoughtful sake accompaniments. Seafood is sourced primarily from Japan and Korea to ensure freshness, while the shari is soft, slightly chewy, and balanced with a restrained acidity. On occasion, guests may be served with the chef’s signature kohada sushi. At the warm wood-toned counter, the chef prepares each piece by hand, creating an intimate and engaging experience. Separate lunch and dinner courses are offered, with the longer dinner menu ideal for those wishing to explore a wider range of ingredients.",37.5275808,127.0348773,2026-02-17T22:25:57.141146+00:00,,,,하네,"강남구 언주로 172길 14, Seoul"
michelin,Haobin,"2F, Ambassador-Pullman Hotel, 287 Dongho-ro, Jung-gu, Seoul",Seoul,South Korea,1 Star,Chinese,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/haobin,,"Haobin, led by Chef Deok‑juk Hou, offers refined Chinese cuisine in a warmly lit dining room that blends Eastern and Western aesthetics with chandeliers and elegant tableware. The Cantonese‑trained chef draws on over five decades of experience to present a wide range of regional Chinese cuisines. He is especially renowned for his mastery of soups, with Buddha Jumps Over the Wall—a dish he was the first to introduce to Korea—as his signature.",37.5599583,127.0024232,2026-02-17T22:25:57.141146+00:00,,,,호빈,"중구 동호로 287, 앰배서더 서울 풀만 2층, Seoul"
michelin,Hapjeongok,"2F, 21 Yanghwa-ro 1-gil, Mapo-gu, Seoul",Seoul,South Korea,Bib Gourmand,Gomtang,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hapjeongok,,"Hapjeongok is a restaurant born of nostalgia. As they were reminiscing one day on the father-in-law’s beef bone soup and boiled beef slices, the latter suggested to his daughter-in-law that they should open a beef bone soup restaurant. The establishment stays true to the inspiration — deeply flavorful beef broth, rice rendered soft and sweet in the piping hot soup, tender slices of beef, and a generous serving of boiled offal. The restaurant’s cabbage soybean paste soup is also a must try. Only around 100 portions of soup are served daily, so go early.",37.54944,126.91037,2026-02-17T22:25:57.141146+00:00,,,,합정옥,"마포구 양화로 1길 21, 2층, Seoul"
michelin,Hong Yuan,"1F The Westin Chosun Hotel, 106 Sogong-ro, Jung-gu, Seoul",Seoul,South Korea,Selected,Chinese,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hong-yuan,,"Instantly memorable with its crimson décor, this high-end restaurant at The Westin Chosun Seoul, specializes in Cantonese cuisine. The elegant space offers a taste of the best in Chinese-style formal dining, with its classic yet innovative dishes. Hong Yuan’s commitment to using the freshest ingredients to make healthy and tasty food is unparalleled, as seen in its heavy use of seafood, tofu and vegetables. Live music during dinner service.",37.56441,126.9797,2026-02-17T22:25:57.141146+00:00,,,,홍연,"중구 소공로 106, 웨스틴 조선 호텔 1층, Seoul"
michelin,HORAPA,"2F, 37-1 Jahamun-ro, Jongno-gu, Seoul",Seoul,South Korea,Bib Gourmand,Thai,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/horapa,,"Horapha, which means “Thai basil” in Thai. The menu is simple, but each dish delivers remarkably deep flavors. Namtokhet is a spicy salad made with charcoal-grilled mushrooms, aromatic herbs, and toasted rice powder, which has a pleasant chewy texture. Kaeng massaman is a curry with a unique flavor profile, made with cinnamon and sweet roasted vegetables. Paired with the right wine, these dishes offer a distinctive tasting experience. There is limited seating, and the place is always packed. With limited seating and steady demand, reserving in advance is the best way to secure a spot.",37.57938,126.9711,2026-02-17T22:25:57.141146+00:00,,,,호라파,"종로구 자하문로 37-1, 2층, Seoul"
michelin,Hwa Hae Dang,"15 Gukhoe-daero 62-gil, Yeongdeungpo-gu, Seoul",Seoul,South Korea,Bib Gourmand,Gejang,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hwa-hae-dang,,"This is the first Seoul branch of the acclaimed Taean County restaurant, located on the west coast of Korea. The name of the restaurant, which translates into “Flower crab house” specializes in soy sauce marinated blue crab, prized for its sweet flesh. Each spring, when local crabs are in season, they are caught and flash frozen to be used throughout the year. The crabs are prepared in Taean and sent to Seoul. The seafood side dishes are also good.",37.52689,126.91706,2026-02-17T22:25:57.141146+00:00,,,,화해당,"영등포구 국회대로 62길 15, Seoul"
michelin,Hwanggeum Kongbat,"9 Mapo-daero 16-gil, Mapo-gu, Seoul",Seoul,South Korea,Bib Gourmand,Dubu,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hwanggeum-kongbat,,"Hwanggeum Kongbat focuses on nourishing, comforting Korean cuisine, using domestically grown soybeans to craft their house-made tofu. Seasoning is kept light to highlight the natural flavors of each ingredient, resulting in dishes that are gentle yet flavorful. Standouts include jjabak dubu, dubu jorim, dubu jeongol, dubu jeon, and dubu duruchigi, all beautifully paired with house-brewed takju made from just rice, nuruk, and water. While tofu is the star, the menu also features pork bossam, yuk jeon, and various seafood options, offering a well-rounded, soulful dining experience.",37.5509,126.9567,2026-02-17T22:25:57.141146+00:00,,,,황금콩밭,"마포구 마포대로 16길 9, Seoul"
michelin,Hwangsaengga Kalguksu,"78 Bukchon-ro 5-gil, Jongno-gu, Seoul",Seoul,South Korea,Bib Gourmand,Kalguksu,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hwangsaengga-kalguksu,,"No matter what time of day, always expect to see a line outside this beloved establishment, known for their humble noodle soup and dumplings. Originally called Bukchon Kalguksu when it opened in 2001, it changed its name in 2014, but that hasn’t stopped the regulars from coming time and again for its freshly made dumplings and silky-soft noodles served in a rich ox bone broth. Boiled beef slices and noodles in cold soybean soup are also popular.",37.58003,126.98065,2026-02-17T22:25:57.141146+00:00,,,,황생가 칼국수,"종로구 북촌로 5길 78, Seoul"
michelin,Hyun Udon,"53 Nonhyeon-ro 149-gil, Gangnam-gu, Seoul",Seoul,South Korea,Bib Gourmand,Udon,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hyun-udon,,"Chef Park Sang-hyeon is a well-respected master of the udon craft. At his Nonhyeon-dong location, Park continues to serve up bowls of thick, silky-smooth, home-made udon noodles with their characteristic firmness and elasticity. If you're unsure of what to order, go for his signature tempura bukkake udon. The plump bouncy noodles and the freshly fried light crispy tempura make for a delicious mouthful when dipped in the umami-rich tsuyu sauce.",37.51698,127.02429,2026-02-17T22:25:57.141146+00:00,,,,현우동,"강남구 논현로 149길 53, Seoul"
michelin,Ichiryu,"44 Jandari-ro 3 an-gil, Mapo-gu, Seoul",Seoul,South Korea,Selected,Barbecue,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/ichiryu,,"Meaning “first class” in Japanese, Ichiryu offers an authentic taste of a Sapporo-style grilled lamb dish prepared on a convex metal skillet. The restaurant, the first of its kind in Korea, only handles young Australian lamb under a year old, and uses skillets imported from Sapporo. The efficient chefs behind the counter make sure the meat is grilled to perfection. Counter seating makes for a casual and interactive dining experience.",37.55061,126.91913,2026-02-17T22:25:57.141146+00:00,,,,이치류,"마포구 잔다리로 3안길 44, Seoul"
michelin,Il Vecchio,"332-12 World Cup buk-ro, Mapo-gu, Seoul",Seoul,South Korea,Selected,Italian,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/il-vecchio,,"Il Vecchio is a down-to-earth, homey ristorante run by the chef couple Min-kyun Kim and Bin-na Kim. The eatery's signature dishes, made with fresh local produce and seafood, perfectly capture the tastes of the season. The chef duo's meticulous cooking brings out nuanced flavours, aromas, and textures in every ingredient, with semi‑dried fresh pasta exemplifying their precision. Continuous innovation is the standard at Il Vecchio, with the goal of providing diners with varied yet reliable dining experiences.",37.5763,126.89462,2026-02-17T22:25:57.141146+00:00,,,,일 베키오,"마포구 월드컵북로 332-12, Seoul"
michelin,Imok Smoke Dining,"B1F, 6 Apgujeong-ro 2-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Barbecue,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/imok-smoke-dining,,"After its relocation to Shinsa-dong, securing a seat at this mecca for meat lovers now requires even more patience. The restaurant's menu is composed of fixed course meals. Its fragrant and succulent dishes include thick-cut bacon glazed with maple syrup and beef ribs smoked over oakwood. Its galbi ramyeon, which features simmered ribs and a robust, spicy broth, is perfectly balanced in flavour. The food pairs well with both beer and whisky.",37.521151,127.019274,2026-02-17T22:25:57.141146+00:00,,,,이목 스모크다이닝,"강남구 압구정로 2길 6 ,지하1층, Seoul"
