source,name,address,city,country,category,cuisine,price,phone,url,year,latitude,longitude,captured_at,kakao_id,kakao_url
michelin,L'Impasse 81,"17-1 Donggyo-ro 30-gil, Mapo-gu, Seoul, 03985, South Korea",Seoul,South Korea,Selected,"French
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+8270-7779-8181,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/l-empasse-81,,37.56018,126.92521,2026-02-14T03:18:57.269320+00:00,,
michelin,Lee Buk Bang,"2F, 16 Mapo-daero 1-gil, Mapo-gu, Seoul, 04165, South Korea",Seoul,South Korea,Selected,"Korean
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+822-720-2345,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/lee-buk-bang,,37.5396777,126.9431187,2026-02-14T03:18:57.269320+00:00,,
michelin,Mandujip,"338 Apgujeong-ro, Gangnam-gu, Seoul, 06018, South Korea",Seoul,South Korea,Bib Gourmand,"Mandu
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-544-3710,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mandujip,,37.52785,127.03898,2026-02-14T03:18:57.269320+00:00,,
michelin,Mapo Ok,"312 Tojeong-ro, Mapo-gu, Seoul, 04165, South Korea",Seoul,South Korea,Bib Gourmand,"Seolleongtang
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-716-6661,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mapo-ok,,37.53983,126.94332,2026-02-14T03:18:57.269320+00:00,,
michelin,Mijin,"#116-2 le Meilleur Jongno town, 19 Jong-ro, Jongno-gu, Seoul, 03157, South Korea",Seoul,South Korea,Bib Gourmand,"Memil-guksu
Solo dining
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-730-6198,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mijin,,37.5708,126.97985,2026-02-14T03:18:57.269320+00:00,,
michelin,Muni,"16 Dosan-daero 72-gil, Gangnam-gu, Seoul, 06063, South Korea",Seoul,South Korea,1 Star,"Japanese
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-511-1303,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/muni,,37.52291,127.04545,2026-02-14T03:18:57.269320+00:00,,
michelin,Muoki,"2F, 12-12 Hakdong-ro 55-gil, Gangnam-gu, Seoul, 06065, South Korea",Seoul,South Korea,1 Star,"Contemporary
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+8210-2948-4171,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/muoki,,37.51896,127.04222,2026-02-14T03:18:57.269320+00:00,,
michelin,Myeongdong Kyoja,"29 Myeongdong 10-gil, Jung-gu, Seoul, 04537, South Korea",Seoul,South Korea,Bib Gourmand,"Kalguksu
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-776-5348,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/myeongdong-kyoja,,37.56347,126.984552,2026-02-14T03:18:57.269320+00:00,,
michelin,Nampo Myeonok,"24 Eulji-ro 3-gil, Jung-gu, Seoul, 04522, South Korea",Seoul,South Korea,Selected,"Naengmyeon
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-777-3131,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/nampo-myeonok,,37.567269,126.981609,2026-02-14T03:18:57.269320+00:00,,
michelin,ON,"B1F, 42 Dosan-daero 92-gil, Gangnam-gu, Seoul, 06070, South Korea",Seoul,South Korea,Selected,"French
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+822-547-0467,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/on565623,,37.52192,127.04938,2026-02-14T03:18:57.269320+00:00,,
michelin,One Degree North,"8 Hakdong-ro 43-gil, Gangnam-gu, Seoul, 06061, South Korea",Seoul,South Korea,Selected,Asian,₩,+8270-4333-8884,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/one-degree-north,,37.516773,127.037424,2026-02-14T03:18:57.269320+00:00,,
michelin,Oreno Ramen,"16 Dongmak-ro 8-gil, Mapo-gu, Seoul, 04072, South Korea",Seoul,South Korea,Bib Gourmand,"Ramen
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-322-3539,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/oreno-ramen,,37.54725,126.91781,2026-02-14T03:18:57.269320+00:00,,
michelin,JUEUN,"8F Gyeonghuidang, 36 Gyeonghuigung-gil, Jongno-gu, Seoul, 03175, South Korea",Seoul,South Korea,Selected,Korean,₩₩₩₩,+822-540-8580,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/restaurant-jueun,,37.57276,126.96991,2026-02-14T03:18:57.269320+00:00,,
michelin,Samcheongdong Sujebi,"101-1 Samcheong-ro, Jongno-gu, Seoul, 03049, South Korea",Seoul,South Korea,Bib Gourmand,"Sujebi
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-735-2965,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/samcheongdong-sujebi,,37.584597774,126.98197124,2026-02-14T03:18:57.269320+00:00,,
michelin,Sarukame,"15 Yeonnam-ro, Mapo-gu, Seoul, 03990, South Korea",Seoul,South Korea,Bib Gourmand,"Ramen
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/sarukame,,37.56103,126.92267,2026-02-14T03:18:57.269320+00:00,,
michelin,Solbam,"2F, 231 Hakdong-ro, Gangnam-gu, Seoul, 06053, South Korea",Seoul,South Korea,1 Star,Contemporary,₩₩₩₩,+8270-4405-7788,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/solbam,,37.516,127.03378,2026-02-14T03:18:57.269320+00:00,,
michelin,Sosuheon,"8 Mallijae-ro 21-gil, Jung-gu, Seoul, 04500, South Korea",Seoul,South Korea,1 Star,"Sushi
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+8210-9694-3368,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/sosuheon,,37.55294,126.9634,2026-02-14T03:18:57.269320+00:00,,
michelin,STAY,"81F Lotteworld Tower, 300 Olympic-ro, Songpa-gu, Seoul, 05551, South Korea",Seoul,South Korea,Selected,"French
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-3213-1231,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/stay,,37.51271,127.10258,2026-02-14T03:18:57.269320+00:00,,
michelin,Subaru,"7 Bangbae-jungangno 21-gil, Seocho-gu, Seoul, 06560, South Korea",Seoul,South Korea,Bib Gourmand,"Soba
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-596-4882,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/subaru,,37.49234,126.98611,2026-02-14T03:18:57.269320+00:00,,
michelin,Sushi Matsumoto,"24 Dosan-daero 75-gil, Gangnam-gu, Seoul, 06015, South Korea",Seoul,South Korea,1 Star,"Sushi
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-543-4334,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/sushi-matsumoto-1195338,,37.52535,127.04573,2026-02-14T03:18:57.269320+00:00,,
michelin,The Green Table,"5F Arario Space, 83 Yulgok-ro, Jongno-gu, Seoul, 03058, South Korea",Seoul,South Korea,Selected,"Contemporary
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-591-2672,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/the-green-table,,37.57781,126.98829,2026-02-14T03:18:57.269320+00:00,,
michelin,The Ninth Gate,"1F The Westin Chosun Hotel, 106 Sogong-ro, Jung-gu, Seoul, 04533, South Korea",Seoul,South Korea,Selected,"French
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+822-317-0366,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/the-ninth-gate,,37.5644,126.97969,2026-02-14T03:18:57.269320+00:00,,
michelin,Tongue & Groove Joint,"7 Bogwang-ro 60-gil, Yongsan-gu, Seoul, 04406, South Korea",Seoul,South Korea,Selected,"Barbecue
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+822-790-7036,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/tongue-groove-joint,,37.53404,126.99451,2026-02-14T03:18:57.269320+00:00,,
michelin,Tutoiement,"20 Gwangnaru-ro 11-gil, Seongdong-gu, Seoul, 04801, South Korea",Seoul,South Korea,1 Star,"French
Chef's Table
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-499-9056,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/tutoiement,,37.54969,127.0666,2026-02-14T03:18:57.269320+00:00,,
michelin,A Flower Blossom on the Rice,"3-6 Insadong 16-gil, Jongno-gu, Seoul, 03146, South Korea",Seoul,South Korea,Bib Gourmand,"Korean
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+822-732-0276,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/a-flower-blossom-on-the-rice,,37.57535,126.98404,2026-02-14T03:18:57.269320+00:00,,
michelin,Aelgerizm,"2F, 8 Dosan-daero 49-gil, Gangnam-gu, Seoul, 06019, South Korea",Seoul,South Korea,Selected,Contemporary,₩₩₩,+8210-3015-3869,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/aelgerizm,,37.5233164,127.0374241,2026-02-14T03:18:57.269320+00:00,,
michelin,Buchon Yukhoe,"200-12 Jong-ro, Jongno-gu, Seoul, 03195, South Korea",Seoul,South Korea,Bib Gourmand,"Yukhoe
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-2267-1831,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/buchon-yukhoe,,37.57034,126.99991,2026-02-14T03:18:57.269320+00:00,,
michelin,Chez Simon,"3F, 66 Hoenamu-ro, Yongsan-gu, Seoul, 04003, South Korea",Seoul,South Korea,Selected,"French
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+822-730-1045,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/chez-simon,,37.54015,126.99404,2026-02-14T03:18:57.269320+00:00,,
michelin,Continental,"23F The Shilla Hotel, 249 Dongho-ro, Jung-gu, Seoul, 04605, South Korea",Seoul,South Korea,Selected,"French
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-2230-3369,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/continental,,37.5558213,127.00517,2026-02-14T03:18:57.269320+00:00,,
michelin,Evett,"10-5 Dosan-daero 45-gil, Gangnam-gu, Seoul, 06021, South Korea",Seoul,South Korea,2 Stars,Innovative,₩₩₩₩,+8270-4231-1022,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/evett,,37.52334,127.0362,2026-02-14T03:18:57.269320+00:00,,
michelin,Exquisine,"6 Samseong-ro 140-gil, Gangnam-gu, Seoul, 06073, South Korea",Seoul,South Korea,1 Star,"Contemporary
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+822-542-6921,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/exquisine,,37.5211374,127.04969,2026-02-14T03:18:57.269320+00:00,,
michelin,Gebangsikdang,"17 Seolleung-ro 131-gil, Gangnam-gu, Seoul, 06060, South Korea",Seoul,South Korea,Bib Gourmand,"Gejang
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+8210-8479-1107,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/gebang-sikdang,,37.51727,127.03942,2026-02-14T03:18:57.269320+00:00,,
michelin,Geumdwaeji Sikdang,"149 Dasan-ro, Jung-gu, Seoul, 04607, South Korea",Seoul,South Korea,Bib Gourmand,"Barbecue
Eat like a local
Worth Queueing For
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+8210-4484-8750,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/geumdwaeji-sikdang,,37.55705,127.01165,2026-02-14T03:18:57.269320+00:00,,
michelin,Ggupdang,"615 Gangnam-daero, Seocho-gu, Seoul, 06524, South Korea",Seoul,South Korea,Bib Gourmand,"Barbecue
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-545-9600,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/ggupdang,,37.5166307,127.0188926,2026-02-14T03:18:57.269320+00:00,,
michelin,Goobok Mandu,"7 Duteopbawi-ro, Yongsan-gu, Seoul, 04335, South Korea",Seoul,South Korea,Bib Gourmand,"Dim Sum
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-797-8656,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/goobok-mandu,,37.54501,126.97318,2026-02-14T03:18:57.269320+00:00,,
michelin,Hadongkwan,"12 Myeongdong 9-gil, Jung-gu, Seoul, 04538, South Korea",Seoul,South Korea,Selected,"Gomtang
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-776-5656,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/hadongkwan,,37.56439,126.98501,2026-02-14T03:18:57.269320+00:00,,
michelin,Haenam Cheonilgwan,"36-1 Banpo-daero 39-gil, Seocho-gu, Seoul, 06578, South Korea",Seoul,South Korea,Selected,"Korean
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+822-568-7775,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/haenam-cheonilgwan,,37.49862,127.00195,2026-02-14T03:18:57.269320+00:00,,
michelin,Haobin,"2F, Ambassador-Pullman Hotel, 287 Dongho-ro, Jung-gu, Seoul, 04618, South Korea",Seoul,South Korea,1 Star,"Chinese
Family Friendly
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-2270-3141,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/haobin,,37.5599583,127.0024232,2026-02-14T03:18:57.269320+00:00,,
michelin,Imun Seolnongtang,"38-13 Ujeongguk-ro, Jongno-gu, Seoul, 03149, South Korea",Seoul,South Korea,Selected,"Seolleongtang
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-733-6526,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/imun-seolnongtang,,37.57272,126.98388,2026-02-14T03:18:57.269320+00:00,,
michelin,Jinmi Pyeongyang Naengmyeon,"305-3 Hakdong-ro, Gangnam-gu, Seoul, 06061, South Korea",Seoul,South Korea,Selected,"Naengmyeon
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-515-3469,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jinmi-pyungyang-naengmyeon,,37.516114,127.036202,2026-02-14T03:18:57.269320+00:00,,
michelin,Jungsik,"11 Seolleung-ro 158-gil, Gangnam-gu, Seoul, 06014, South Korea",Seoul,South Korea,2 Stars,"Contemporary
Solo dining
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-517-4654,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,,37.525584,127.041069,2026-02-14T03:18:57.269320+00:00,,
michelin,Kwonsooksoo,"4F, 37 Apgujeong-ro 80-gil, Gangnam-gu, Seoul, 06016, South Korea",Seoul,South Korea,2 Stars,"Korean
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-542-6268,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,,37.52437,127.04355,2026-02-14T03:18:57.269320+00:00,,
michelin,L'Amant Secret,"26F L'Escape Hotel, 67 Toegye-ro, Jung-gu, Seoul, 04529, South Korea",Seoul,South Korea,1 Star,"Contemporary
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-317-4003,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/l-amant-secret,,37.55983,126.97949,2026-02-14T03:18:57.269320+00:00,,
michelin,L'Espoir du Hibou,"16 Dosan-daero 59-gil, Gangnam-gu, Seoul, 06016, South Korea",Seoul,South Korea,Selected,"French
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+822-517-6034,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/l-espoir-du-hibou,,37.5245,127.04227,2026-02-14T03:18:57.269320+00:00,,
michelin,La Yeon,"23F Shilla Hotel, 249 Dongho-ro, Jung-gu, Seoul, 04605, South Korea",Seoul,South Korea,2 Stars,Korean,₩₩₩₩,+822-2230-3367,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,,37.555813,127.00517,2026-02-14T03:18:57.269320+00:00,,
michelin,Mater,"B1F, 16 Eonju-ro 154-gil, Gangnam-gu, Seoul, 06021, South Korea",Seoul,South Korea,Selected,Contemporary,₩₩,+822-518-5879,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mater-1210122,,37.52337,127.03464,2026-02-14T03:18:57.269320+00:00,,
michelin,Mattdol,"63 Seongdeokjeong-gil, Seongdong-gu, Seoul, 04775, South Korea",Seoul,South Korea,Bib Gourmand,"Mexican
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+8210-4886-2928,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mattdol,,37.53808,127.05065,2026-02-14T03:18:57.269320+00:00,,
michelin,Minami,"31-2 Seocho-daero 58-gil, Seocho-gu, Seoul, 06632, South Korea",Seoul,South Korea,Selected,"Soba
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-522-0373,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/minami,,37.4933,127.0181,2026-02-14T03:18:57.269320+00:00,,
michelin,Mingles,"2F, 19 Dosan-daero 67-gil, Gangnam-gu, Seoul, 06016, South Korea",Seoul,South Korea,3 Stars,"Korean
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-515-7306,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mingles,,37.52535,127.04426,2026-02-14T03:18:57.269320+00:00,,
michelin,Moulin,"8 Jahamun-ro 16-gil, Jongno-gu, Seoul, 03043, South Korea",Seoul,South Korea,Selected,"French
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+8270-4404-7978,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/moulin,,37.5814682,126.9718836,2026-02-14T03:18:57.269320+00:00,,
michelin,Mr. Ahn's Craft Makgeolli,"3 Hoenamu-ro, Yongsan-gu, Seoul, 04343, South Korea",Seoul,South Korea,Selected,"Korean
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+8210-9965-5112,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mr-ahn-s-craft-makgeolli-1192580,,37.53858,126.9874,2026-02-14T03:18:57.269320+00:00,,
michelin,Myeon Seoul,"805 Seolleung-ro, Gangnam-gu, Seoul, 06019, South Korea",Seoul,South Korea,Bib Gourmand,"Noodles
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/myeon-seoul,,37.52416,127.03906,2026-02-14T03:18:57.269320+00:00,,
michelin,Okdongsik,"44-10 Yanghwa-ro 7-gil, Mapo-gu, Seoul, 04035, South Korea",Seoul,South Korea,Bib Gourmand,"Dwaeji-gukbap
Worth Queueing For
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+8210-5571-9915,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/okdongsik,,37.55261,126.91449,2026-02-14T03:18:57.269320+00:00,,
michelin,Olh Eum,"3F, 37 Seolleung-ro 152-gil, Gangnam-gu, Seoul, 06016, South Korea",Seoul,South Korea,Selected,"Contemporary
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-549-2016,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/olh-eum,,37.52451,127.04266,2026-02-14T03:18:57.269320+00:00,,
michelin,Palais de Chine,"6F L'Escape Hotel, 67 Toegye-ro, Jung-gu, Seoul, 04529, South Korea",Seoul,South Korea,Selected,"Chinese
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+822-317-4001,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/palais-de-chine,,37.55983,126.97949,2026-02-14T03:18:57.269320+00:00,,
michelin,PERIGEE,"6-5 Bongeunsa-ro 68-gil, Gangnam-gu, Seoul, 06153, South Korea",Seoul,South Korea,Selected,"Italian Contemporary
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+8210-6550-8912,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/perigee,,37.51126,127.04949,2026-02-14T03:18:57.269320+00:00,,
michelin,Pildong Myeonok,"26 Seoae-ro, Jung-gu, Seoul, 04624, South Korea",Seoul,South Korea,Bib Gourmand,"Naengmyeon
Solo dining
Worth Queueing For
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-2266-2611,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/pildong-myeonok,,37.56035,126.99689,2026-02-14T03:18:57.269320+00:00,,
michelin,Pyeongyang Myeonok,"207 Jangchungdan-ro, Jung-gu, Seoul, 04615, South Korea",Seoul,South Korea,Selected,"Naengmyeon
Worth Queueing For
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-2267-7784,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/pyeongyang-myeonok,,37.56325,127.00664,2026-02-14T03:18:57.269320+00:00,,
michelin,Rialto,"2F, 13 Samseong-ro 149-gil, Gangnam-gu, Seoul, 06063, South Korea",Seoul,South Korea,Selected,"Italian
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+822-544-4761,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/rialto,,37.52318,127.04655,2026-02-14T03:18:57.269320+00:00,,
michelin,Ryunique,"8-1 Dosan-daero 45-gil, Gangnam-gu, Seoul, 06021, South Korea",Seoul,South Korea,Selected,"Innovative
Solo dining
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-546-9279,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/ryunique,,37.52291,127.03599,2026-02-14T03:18:57.269320+00:00,,
michelin,Seoryung,"10 Sowol-ro, Jung-gu, Seoul, 04527, South Korea",Seoul,South Korea,Bib Gourmand,"Memil-guksu
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-318-8766,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/seoryung,,37.55857,126.97546,2026-02-14T03:18:57.269320+00:00,,
michelin,Sobajuu,"B1 #22, 75 Keunumul-ro, Mapo-gu, Seoul, 04158, South Korea",Seoul,South Korea,Selected,"Japanese
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+8270-8676-0218,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/sobajuu,,37.54126,126.94629,2026-02-14T03:18:57.269320+00:00,,
michelin,Soigné,"#201, 2F, Sinsa square, 652 Gangnam-daero, Gangnam-gu, Seoul, 06027, South Korea",Seoul,South Korea,2 Stars,"Contemporary
Solo dining
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-3477-9386,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/soigne,,37.51933,127.01903,2026-02-14T03:18:57.269320+00:00,,
michelin,Soul,"B1F, 35 Sinheung-ro 26-gil, Yongsan-gu, Seoul, 04337, South Korea",Seoul,South Korea,1 Star,"Contemporary
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+822-318-7685,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/soul-dining,,37.54533,126.98443,2026-02-14T03:18:57.269320+00:00,,
michelin,Table for Four,"5F, 25-12 Daesagwan-ro 31-gil, Yongsan-gu, Seoul, 04401, South Korea",Seoul,South Korea,Selected,"Contemporary
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+822-797-3655,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,,37.53468,127.00523,2026-02-14T03:18:57.269320+00:00,,
michelin,Woo Lae Oak,"62-29 Changgyeonggung-ro, Jung-gu, Seoul, 04546, South Korea",Seoul,South Korea,Bib Gourmand,"Naengmyeon
Family Friendly
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-2265-0151,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/woo-lae-oak,,37.56815,126.99866,2026-02-14T03:18:57.269320+00:00,,
michelin,Wooga,"B1F, 22 Dosan-daero 49-gil, Gangnam-gu, Seoul, 06019, South Korea",Seoul,South Korea,Selected,"Barbecue
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩,+822-6272-2223,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/wooga,,37.52432,127.03734,2026-02-14T03:18:57.269320+00:00,,
michelin,Yangyang Memil Makguksu,"10 Donggwang-ro 15-gil, Seocho-gu, Seoul, 06561, South Korea",Seoul,South Korea,Bib Gourmand,"Memil-guksu
Eat like a local
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-3482-3738,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/yangyang-memil-makguksu,,37.49247,126.98826,2026-02-14T03:18:57.269320+00:00,,
michelin,Yonggeumok,"41-2 Jahamun-ro, Jongno-gu, Seoul, 03036, South Korea",Seoul,South Korea,Bib Gourmand,"Chueotang
Solo dining
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+822-777-4749,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/yonggeumok,,37.57972,126.97088,2026-02-14T03:18:57.269320+00:00,,
michelin,Youhan,"10-5 Daesagwan-ro 5-gil, Yongsan-gu, Seoul, 04400, South Korea",Seoul,South Korea,Bib Gourmand,"Thai
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩,+8270-8691-1509,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/youhan,,37.53482,127.00108,2026-02-14T03:18:57.269320+00:00,,
michelin,Yukjeon Hoekwan,"47 Tojeong-ro 37-gil, Mapo-gu, Seoul, 04155, South Korea",Seoul,South Korea,Bib Gourmand,"Bulgogi
Groups
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩,+822-703-0019,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/yukjeon-hoekwan,,37.542921584,126.94700752,2026-02-14T03:18:57.269320+00:00,,
michelin,Zero Complex,"11-8 Seobinggo-ro 59-gil, Yongsan-gu, Seoul, 04384, South Korea",Seoul,South Korea,1 Star,"Innovative
Date night
Favorite
Visited
Notes
This establishment manages its own bookings",₩₩₩₩,+822-532-0876,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,,37.52079,126.99285,2026-02-14T03:18:57.269320+00:00,,
